Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.14142135623730953,0.14142135623730953,499.92,0.66,0.79,2160,2160,2160,2160,1.41,1.41,-0.8,20
0.2,0.3111269837220809,0.3111269837220809,499.8336,0.66,0.79,2220,2220,2220,2220,1.7,1.7,-0.86,20
0.3,0.5147737367038066,0.5147737367038066,499.74028799999996,0.66,0.79,2280,2280,2280,2280,2.04,2.04,-0.93,20
0.4,0.7591498402818775,0.7591498402818775,499.63951103999995,0.66,0.79,2340,2340,2340,2340,2.44,2.44,-1.01,20
0.5,1.0524011645755624,1.0524011645755624,499.5306719231999,0.66,0.79,2400,2400,2400,2400,2.93,2.93,-1.09,20
0.6,1.4043027537279844,1.4043027537279844,499.4131256770559,0.66,0.79,2460,2460,2460,2460,3.52,3.52,-1.18,20
0.7,1.8265846607108909,1.8265846607108909,499.2861757312204,0.67,0.79,2400,2400,2400,2400,4.22,4.22,-1.27,20
0.8,2.3333229490903786,2.3333229490903786,499.14906978971806,0.67,0.79,2460,2460,2460,2460,5.07,5.07,-1.37,20
0.9,2.9414088951457638,2.9414088951457638,499.0009953728955,0.67,0.79,2400,2400,2400,2400,6.08,6.08,-1.48,20
1.0,3.671112030412226,3.671112030412226,498.8410750027271,0.67,0.79,2460,2460,2460,2460,7.3,7.3,-1.6,20
1.1,4.546755792731981,4.546755792731981,498.6683610029453,0.68,0.79,2400,2400,2400,2400,8.76,8.76,-1.73,20
1.2,5.597528307515686,5.597528307515686,498.4818298831809,0.68,0.79,2460,2460,2460,2460,10.51,10.51,-1.87,20
1.3,6.858455325256132,6.858455325256132,498.2803762738354,0.68,0.79,2444,2444,2444,2444,12.61,12.61,-2.01,20
1.4,8.272668887629226,8.272668887629226,498.0628063757422,0.69,0.79,2478,2478,2478,2478,14.14,14.14,-2.18,20
1.5,9.686882450002322,9.686882450002322,497.8278308858016,0.7,0.79,2418,2418,2418,2418,14.14,14.14,-2.35,20
1.6,11.101096012375418,11.101096012375418,497.5740573566657,0.71,0.79,2358,2358,2358,2358,14.14,14.14,-2.54,20
1.7,12.515309574748514,12.515309574748514,497.29998194519897,0.71,0.79,2298,2298,2298,2298,14.14,14.14,-2.74,20
1.8,13.92952313712161,13.92952313712161,497.00398050081486,0.72,0.79,2238,2238,2238,2238,14.14,14.14,-2.96,20
1.9,15.343736699494706,15.343736699494706,496.68429894088007,0.73,0.79,2178,2178,2178,2178,14.14,14.14,-3.2,20
2.0,16.7579502618678,16.7579502618678,496.33904285615046,0.74,0.79,2118,2118,2118,2118,14.14,14.14,-3.45,20
2.1,18.172163824240897,18.172163824240897,495.9661662846425,0.74,0.79,2100,2100,2100,2100,14.14,14.14,-3.73,20
2.2,19.586377386613993,19.586377386613993,495.5634595874139,0.75,0.79,2100,2100,2100,2100,14.14,14.14,-4.03,20
2.3,21.00059094898709,21.00059094898709,495.128536354407,0.76,0.79,2100,2100,2100,2100,14.14,14.14,-4.35,20
2.4,22.414804511360185,22.414804511360185,494.65881926275955,0.77,0.79,2100,2100,2100,2100,14.14,14.14,-4.7,20
2.5,23.82901807373328,23.82901807373328,494.1515248037803,0.77,0.79,2100,2100,2100,2100,14.14,14.14,-5.07,20
2.6,25.243231636106376,25.243231636106376,493.60364678808276,0.78,0.79,2100,2100,2100,2100,14.14,14.14,-5.48,20
2.7,26.657445198479472,26.657445198479472,493.0119385311294,0.79,0.79,2100,2100,2100,2100,14.14,14.14,-5.92,20
2.8,28.071658760852568,28.071658760852568,492.37289361361974,0.8,0.79,2100,2100,2100,2100,14.14,14.14,-6.39,20
2.9,29.485872323225664,29.485872323225664,491.6827251027093,0.8,0.79,2100,2100,2100,2100,14.14,14.14,-6.9,20
