Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Speed
3.1,17.04403225815939,43.26373729097872,65.5,-0.17,1.2,3660,3660,3660,3660,5.5,13.96,5.0,15
3.2,17.59383975035808,44.65934171971997,66.0,-0.17,1.2,3720,3720,3720,3720,5.5,13.96,5.0,15
3.3,18.143647242556767,46.05494614846122,66.5,-0.17,1.2,3780,3780,3780,3780,5.5,13.96,5.0,15
3.4,18.693454734755456,47.45055057720247,67.0,-0.17,1.2,3840,3840,3840,3840,5.5,13.96,5.0,15
3.5,19.243262226954144,48.84615500594372,67.5,-0.17,1.2,3900,3900,3900,3900,5.5,13.96,5.0,15
3.6,19.793069719152832,50.24175943468497,68.0,-0.17,1.2,3960,3960,3960,3960,5.5,13.96,5.0,15
3.7,20.34287721135152,51.63736386342622,68.5,-0.17,1.2,4020,4020,4020,4020,5.5,13.96,5.0,15
3.8,20.89268470355021,53.032968292167475,69.0,-0.17,1.2,4080,4080,4080,4080,5.5,13.96,5.0,15
3.9,21.442492195748898,54.428572720908726,69.5,-0.17,1.2,4140,4140,4140,4140,5.5,13.96,5.0,15
4.0,21.992299687947586,55.82417714964998,70.0,-0.17,1.2,4200,4200,4200,4200,5.5,13.96,5.0,15
4.1,22.542107180146274,57.21978157839123,70.5,-0.17,1.2,4260,4260,4260,4260,5.5,13.96,5.0,15
4.2,23.091914672344963,58.61538600713248,71.0,-0.17,1.2,4320,4320,4320,4320,5.5,13.96,5.0,15
4.3,23.64172216454365,60.01099043587373,71.5,-0.17,1.2,4380,4380,4380,4380,5.5,13.96,5.0,15
4.4,24.19152965674234,61.40659486461498,72.0,-0.17,1.2,4440,4440,4440,4440,5.5,13.96,5.0,15
4.5,24.741337148941028,62.80219929335623,72.5,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
4.6,25.291144641139716,64.19780372209748,73.0,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
4.7,25.840952133338405,65.59340815083873,73.5,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
4.8,26.390759625537093,66.98901257957998,74.0,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
4.9,26.94056711773578,68.38461700832123,74.5,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.0,27.49037460993447,69.78022143706248,75.0,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.1,28.04018210213316,71.17582586580373,75.5,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.2,28.589989594331847,72.57143029454498,76.0,-0.17,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.3,29.139797086530535,73.96703472328623,76.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.4,29.689604578729224,75.36263915202748,77.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.5,30.239412070927912,76.75824358076873,77.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.6,30.7892195631266,78.15384800950999,78.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.7,31.33902705532529,79.54945243825124,78.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.8,31.888834547523977,80.94505686699249,79.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
5.9,32.438642039722666,82.34066129573374,79.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.0,32.988449531921354,83.73626572447499,80.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.1,33.53825702412004,85.13187015321624,80.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.2,34.08806451631873,86.52747458195749,81.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.3,34.63787200851742,87.92307901069874,81.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.4,35.18767950071611,89.31868343944,82.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.5,35.737486992914796,90.71428786818124,82.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.6,36.287294485113485,92.1098922969225,83.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.7,36.83710197731217,93.50549672566375,83.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.8,37.38690946951086,94.901101154405,84.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
6.9,37.93671696170955,96.29670558314625,84.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.0,38.48652445390824,97.6923100118875,85.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.1,39.03633194610693,99.08791444062875,85.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.2,39.586139438305615,100.48351886937,86.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.3,40.1359469305043,101.87912329811125,86.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.4,40.68575442270299,103.2747277268525,87.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.5,41.23556191490168,104.67033215559375,87.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.6,41.78536940710037,106.065936584335,88.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.7,42.33517689929906,107.46154101307626,88.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.8,42.884984391497746,108.85714544181751,89.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
7.9,43.434791883696434,110.25274987055876,89.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.0,43.98459937589512,111.64835429930001,90.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.1,44.53440686809381,113.04395872804126,90.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.2,45.0842143602925,114.43956315678251,91.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.3,45.63402185249119,115.83516758552376,91.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.4,46.183829344689876,117.23077201426501,92.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.5,46.733636836888564,118.62637644300627,92.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.6,47.28344432908725,120.02198087174752,93.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.7,47.83325182128594,121.41758530048877,93.5,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.8,48.38305931348463,122.81318972923002,94.0,-0.16,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
8.9,48.93286680568332,124.20879415797127,94.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.0,49.482674297882006,125.60439858671252,95.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.1,50.032481790080695,127.00000301545377,95.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.2,50.58228928227938,128.395607444195,96.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.3,51.13209677447807,129.79121187293626,96.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.4,51.68190426667676,131.1868163016775,97.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.5,52.23171175887545,132.58242073041876,97.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.6,52.78151925107414,133.97802515916,98.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.7,53.331326743272825,135.37362958790126,98.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.8,53.881134235471514,136.7692340166425,99.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
9.9,54.4309417276702,138.16483844538377,99.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.0,54.98074921986889,139.56044287412502,100.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.1,55.53055671206758,140.95604730286627,100.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.2,56.08036420426627,142.35165173160752,101.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.3,56.630171696464956,143.74725616034877,101.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.4,57.179979188663644,145.14286058909002,102.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.5,57.72978668086233,146.53846501783127,102.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.6,58.27959417306102,147.93406944657252,103.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.7,58.82940166525971,149.32967387531377,103.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.8,59.3792091574584,150.72527830405502,104.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
10.9,59.929016649657086,152.12088273279628,104.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.0,60.478824141855775,153.51648716153753,105.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.1,61.02863163405446,154.91209159027878,105.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.2,61.57843912625315,156.30769601902003,106.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.3,62.12824661845184,157.70330044776128,106.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.4,62.67805411065053,159.09890487650253,107.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.5,63.22786160284922,160.49450930524378,107.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.6,63.777669095047905,161.89011373398503,108.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.7,64.3274765872466,163.28571816272628,108.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.8,64.87728407944529,164.68132259146753,109.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
11.9,65.42709157164398,166.07692702020879,109.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.0,65.97689906384268,167.47253144895004,110.0,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.1,66.52670655604138,168.8681358776913,110.5,-0.15,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.2,67.07651404824007,170.26374030643254,111.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.3,67.62632154043877,171.6593447351738,111.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.4,68.17612903263746,173.05494916391504,112.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.5,68.72593652483616,174.4505535926563,112.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.6,69.27574401703485,175.84615802139754,113.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.7,69.82555150923355,177.2417624501388,113.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.8,70.37535900143224,178.63736687888004,114.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
12.9,70.92516649363094,180.0329713076213,114.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.0,71.47497398582964,181.42857573636255,115.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.1,72.02478147802833,182.8241801651038,115.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.2,72.57458897022703,184.21978459384505,116.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.3,73.12439646242572,185.6153890225863,116.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.4,73.67420395462442,187.01099345132755,117.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.5,74.22401144682311,188.4065978800688,117.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.6,74.77381893902181,189.80220230881005,118.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.7,75.3236264312205,191.1978067375513,118.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.8,75.8734339234192,192.59341116629255,119.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
13.9,76.4232414156179,193.9890155950338,119.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.0,76.97304890781659,195.38462002377506,120.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.1,77.52285640001529,196.7802244525163,120.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.2,78.07266389221398,198.17582888125756,121.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.3,78.62247138441268,199.5714333099988,121.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.4,79.17227887661137,200.96703773874006,122.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.5,79.72208636881007,202.3626421674813,122.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.6,80.27189386100876,203.75824659622256,123.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.7,80.82170135320746,205.1538510249638,123.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.8,81.37150884540615,206.54945545370506,124.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
14.9,81.92131633760485,207.94505988244632,124.5,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.0,82.47112382980355,209.34066431118757,125.0,-0.14,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.1,83.02093132200224,210.73626873992882,125.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.2,83.57073881420094,212.13187316867007,126.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.3,84.12054630639963,213.52747759741132,126.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.4,84.67035379859833,214.92308202615257,127.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.5,85.22016129079702,216.31868645489382,127.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.6,85.76996878299572,217.71429088363507,128.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.7,86.31977627519441,219.10989531237632,128.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.8,86.86958376739311,220.50549974111757,129.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
15.9,87.4193912595918,221.90110416985883,129.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.0,87.9691987517905,223.29670859860008,130.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.1,88.5190062439892,224.69231302734133,130.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.2,89.06881373618789,226.08791745608258,131.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.3,89.61862122838659,227.48352188482383,131.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.4,90.16842872058528,228.87912631356508,132.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.5,90.71823621278398,230.27473074230633,132.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.6,91.26804370498267,231.67033517104758,133.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.7,91.81785119718137,233.06593959978883,133.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.8,92.36765868938006,234.46154402853008,134.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
16.9,92.91746618157876,235.85714845727134,134.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.0,93.46727367377746,237.2527528860126,135.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.1,94.01708116597615,238.64835731475384,135.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.2,94.56688865817485,240.0439617434951,136.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.3,95.11669615037354,241.43956617223634,136.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.4,95.66650364257224,242.8351706009776,137.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.5,96.21631113477093,244.23077502971884,137.5,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.6,96.76611862696963,245.6263794584601,138.0,-0.13,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.7,97.31592611916832,247.02198388720134,138.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.8,97.86573361136702,248.4175883159426,139.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
17.9,98.41554110356572,249.81319274468385,139.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.0,98.96534859576441,251.2087971734251,140.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.1,99.5151560879631,252.60440160216635,140.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.2,100.0649635801618,254.0000060309076,141.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.3,100.6147710723605,255.39561045964885,141.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.4,101.16457856455919,256.7912148883901,142.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.5,101.71438605675789,258.1868193171313,142.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.6,102.26419354895658,259.5824237458726,143.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.7,102.81400104115528,260.9780281746138,143.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.8,103.36380853335397,262.3736326033551,144.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
18.9,103.91361602555267,263.7692370320963,144.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.0,104.46342351775137,265.1648414608376,145.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.1,105.01323100995006,266.56044588957883,145.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.2,105.56303850214876,267.9560503183201,146.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.3,106.11284599434745,269.35165474706133,146.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.4,106.66265348654615,270.7472591758026,147.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.5,107.21246097874484,272.14286360454383,147.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.6,107.76226847094354,273.5384680332851,148.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.7,108.31207596314223,274.93407246202634,148.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.8,108.86188345534093,276.3296768907676,149.0,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
19.9,109.41169094753963,277.72528131950884,149.5,-0.12,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.0,109.96149843973832,279.1208857482501,150.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.1,110.51130593193702,280.51649017699134,150.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.2,111.06111342413571,281.9120946057326,151.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.3,111.61092091633441,283.30769903447384,151.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.4,112.1607284085331,284.7033034632151,152.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.5,112.7105359007318,286.09890789195634,152.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.6,113.2603433929305,287.4945123206976,153.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.7,113.81015088512919,288.89011674943885,153.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.8,114.35995837732789,290.2857211781801,154.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
20.9,114.90976586952658,291.68132560692135,154.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.0,115.45957336172528,293.0769300356626,155.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.1,116.00938085392397,294.47253446440385,155.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.2,116.55918834612267,295.8681388931451,156.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.3,117.10899583832136,297.26374332188635,156.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.4,117.65880333052006,298.6593477506276,157.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.5,118.20861082271875,300.05495217936885,157.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.6,118.75841831491745,301.4505566081101,158.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.7,119.30822580711614,302.84616103685136,158.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.8,119.85803329931484,304.2417654655926,159.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
21.9,120.40784079151354,305.63736989433386,159.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.0,120.95764828371223,307.0329743230751,160.0,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.1,121.50745577591093,308.42857875181636,160.5,-0.11,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.2,122.05726326810962,309.8241831805576,161.0,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.3,122.60707076030832,311.21978760929886,161.5,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.4,123.15687825250701,312.6153920380401,162.0,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.5,123.70668574470571,314.01099646678136,162.5,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.6,124.2564932369044,315.4066008955226,163.0,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.7,124.8063007291031,316.80220532426387,163.5,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.8,125.3561082213018,318.1978097530051,164.0,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
22.9,125.90591571350049,319.59341418174637,164.5,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
23.0,126.45572320569919,320.9890186104876,165.0,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
23.1,127.00553069789788,322.38462303922887,165.5,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
23.2,127.55533819009658,323.7802274679701,166.0,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
23.3,128.10514568229527,325.1758318967114,166.5,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
23.4,128.65495317449395,326.5714363254526,167.0,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
23.5,129.20476066669264,327.9670407541939,167.5,-0.1,1.2,4500,4500,4500,4500,5.5,13.96,5.0,15
