Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.33587598702646526,0.3816652131179116,500.4304602527716,-0.32,0.85,2160,2160,2160,2160,3.36,3.82,4.3,16.95
0.2,0.7286729090059347,0.8280112656195487,500.92268584861523,-0.32,0.85,2220,2220,2220,2220,3.93,4.46,4.92,16.95
0.3,1.188037162111615,1.3499996254081728,501.485539295928,-0.32,0.85,2280,2280,2280,2280,4.59,5.22,5.63,16.95
0.4,1.7252499181789063,1.9604494013783962,502.129154755642,-0.32,0.85,2340,2340,2340,2340,5.37,6.1,6.44,16.95
0.5,2.353504170289858,2.674352158008827,502.8651205065147,-0.32,0.85,2400,2400,2400,2400,6.28,7.14,7.36,16.95
0.6,3.0882287292987476,3.50924008161319,503.70668759177136,-0.32,0.85,2460,2460,2460,2460,7.35,8.35,8.42,16.95
0.7,3.947467128079173,4.485616539760477,504.669008403776,-0.32,0.85,2520,2520,2520,2520,8.59,9.76,9.62,16.95
0.8,4.9523207387093535,5.627459607640323,505.76940950244153,-0.32,0.85,2580,2580,2580,2580,10.05,11.42,11.0,16.95
0.9,6.071907362130904,6.899676984700028,507.02770357946764,-0.32,0.85,2640,2640,2640,2640,11.2,12.72,12.58,16.95
1.0,7.191493985552455,8.171894361759733,508.4625710887062,-0.32,0.85,2700,2700,2700,2700,11.2,12.72,14.35,16.95
1.1,8.311080608974006,9.444111738819437,509.8974385979448,-0.31,0.85,2760,2760,2760,2760,11.2,12.72,14.35,16.95
1.2,9.430667232395557,10.716329115879143,511.3323061071834,-0.31,0.85,2820,2820,2820,2820,11.2,12.72,14.35,16.95
1.3,10.550253855817108,11.988546492938848,512.7671736164219,-0.31,0.85,2880,2880,2880,2880,11.2,12.72,14.35,16.95
1.4,11.669840479238658,13.260763869998552,514.2020411256605,-0.31,0.85,2940,2940,2940,2940,11.2,12.72,14.35,16.95
1.5,12.789427102660209,14.532981247058258,515.636908634899,-0.31,0.85,3000,3000,3000,3000,11.2,12.72,14.35,16.95
1.6,13.90901372608176,15.805198624117963,517.0717761441375,-0.31,0.85,3060,3060,3060,3060,11.2,12.72,14.35,16.95
1.7,15.02860034950331,17.077416001177667,518.506643653376,-0.31,0.85,3120,3120,3120,3120,11.2,12.72,14.35,16.95
1.8,16.14818697292486,18.34963337823737,519.9415111626146,-0.31,0.85,3180,3180,3180,3180,11.2,12.72,14.35,16.95
1.9,17.267773596346412,19.621850755297075,521.3763786718531,-0.31,0.85,3240,3240,3240,3240,11.2,12.72,14.35,16.95
2.0,18.387360219767963,20.89406813235678,522.8112461810916,-0.31,0.85,3300,3300,3300,3300,11.2,12.72,14.35,16.95
2.1,19.506946843189514,22.166285509416483,524.2461136903302,-0.3,0.85,3360,3360,3360,3360,11.2,12.72,14.35,16.95
2.2,20.626533466611065,23.438502886476186,525.6809811995687,-0.3,0.85,3420,3420,3420,3420,11.2,12.72,14.35,16.95
2.3,21.746120090032615,24.71072026353589,527.1158487088072,-0.3,0.85,3480,3480,3480,3480,11.2,12.72,14.35,16.95
2.4,22.865706713454166,25.982937640595594,528.5507162180457,-0.3,0.85,3540,3540,3540,3540,11.2,12.72,14.35,16.95
2.5,23.985293336875717,27.255155017655298,529.9855837272843,-0.3,0.85,3600,3600,3600,3600,11.2,12.72,14.35,16.95
2.6,25.104879960297268,28.527372394715,531.4204512365228,-0.3,0.85,3660,3660,3660,3660,11.2,12.72,14.35,16.95
2.7,26.22446658371882,29.799589771774706,532.8553187457613,-0.3,0.85,3720,3720,3720,3720,11.2,12.72,14.35,16.95
2.8,27.34405320714037,31.07180714883441,534.2901862549999,-0.3,0.85,3780,3780,3780,3780,11.2,12.72,14.35,16.95
2.9,28.46363983056192,32.34402452589411,535.7250537642384,-0.3,0.85,3840,3840,3840,3840,11.2,12.72,14.35,16.95
3.0,29.58322645398347,33.61624190295382,537.1599212734769,-0.3,0.85,3900,3900,3900,3900,11.2,12.72,14.35,16.95
3.1,30.702813077405022,34.88845928001352,538.5947887827155,-0.29,0.85,3960,3960,3960,3960,11.2,12.72,14.35,16.95
3.2,31.822399700826573,36.160676657073225,540.029656291954,-0.29,0.85,4020,4020,4020,4020,11.2,12.72,14.35,16.95
3.3,32.94198632424812,37.43289403413293,541.4645238011925,-0.29,0.85,4080,4080,4080,4080,11.2,12.72,14.35,16.95
3.4,34.06157294766967,38.70511141119263,542.899391310431,-0.29,0.85,4140,4140,4140,4140,11.2,12.72,14.35,16.95
3.5,35.181159571091214,39.977328788252336,544.3342588196696,-0.29,0.85,4200,4200,4200,4200,11.2,12.72,14.35,16.95
3.6,36.30074619451276,41.24954616531204,545.7691263289081,-0.29,0.85,4260,4260,4260,4260,11.2,12.72,14.35,16.95
3.7,37.42033281793431,42.521763542371744,547.2039938381466,-0.29,0.85,4320,4320,4320,4320,11.2,12.72,14.35,16.95
3.8,38.539919441355856,43.79398091943145,548.6388613473852,-0.29,0.85,4380,4380,4380,4380,11.2,12.72,14.35,16.95
3.9,39.6595060647774,45.06619829649115,550.0737288566237,-0.29,0.85,4440,4440,4440,4440,11.2,12.72,14.35,16.95
4.0,40.77909268819895,46.338415673550855,551.5085963658622,-0.28,0.85,4500,4500,4500,4500,11.2,12.72,14.35,16.95
4.1,41.8986793116205,47.61063305061056,552.9434638751007,-0.28,0.85,4560,4560,4560,4560,11.2,12.72,14.35,16.95
4.2,43.018265935042045,48.88285042767026,554.3783313843393,-0.28,0.85,4620,4620,4620,4620,11.2,12.72,14.35,16.95
4.3,44.13785255846359,50.15506780472997,555.8131988935778,-0.28,0.85,4680,4680,4680,4680,11.2,12.72,14.35,16.95
4.4,45.25743918188514,51.42728518178967,557.2480664028163,-0.28,0.85,4740,4740,4740,4740,11.2,12.72,14.35,16.95
4.5,46.37702580530669,52.699502558849375,558.6829339120549,-0.28,0.85,4800,4800,4800,4800,11.2,12.72,14.35,16.95
4.6,47.49661242872824,53.97171993590908,560.1178014212934,-0.28,0.85,4860,4860,4860,4860,11.2,12.72,14.35,16.95
4.7,48.61619905214979,55.24393731296878,561.5526689305319,-0.28,0.85,4920,4920,4920,4920,11.2,12.72,14.35,16.95
4.8,49.735785675571336,56.516154690028486,562.9875364397705,-0.28,0.85,4980,4980,4980,4980,11.2,12.72,14.35,16.95
4.9,50.85537229899288,57.78837206708819,564.422403949009,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.0,51.97495892241443,59.060589444147894,565.8572714582475,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.1,53.09454554583598,60.3328068212076,567.292138967486,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.2,54.214132169257525,61.6050241982673,568.7270064767246,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.3,55.33371879267907,62.877241575327005,570.1618739859631,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.4,56.45330541610062,64.14945895238671,571.5967414952016,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.5,57.572892039522166,65.42167632944641,573.0316090044402,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.6,58.692478662943714,66.69389370650612,574.4664765136787,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.7,59.81206528636526,67.96611108356582,575.9013440229172,-0.27,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.8,60.93165190978681,69.23832846062552,577.3362115321557,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
5.9,62.05123853320836,70.51054583768523,578.7710790413943,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.0,63.17082515662991,71.78276321474493,580.2059465506328,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.1,64.29041178005146,73.05498059180464,581.6408140598713,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.2,65.40999840347301,74.32719796886434,583.0756815691099,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.3,66.52958502689457,75.59941534592404,584.5105490783484,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.4,67.64917165031612,76.87163272298375,585.9454165875869,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.5,68.76875827373767,78.14385010004345,587.3802840968254,-0.26,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.6,69.88834489715923,79.41606747710316,588.815151606064,-0.25,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.7,71.00793152058078,80.68828485416286,590.2500191153025,-0.25,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.8,72.12751814400234,81.96050223122256,591.684886624541,-0.25,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
6.9,73.24710476742389,83.23271960828227,593.1197541337796,-0.25,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
7.0,74.36669139084545,84.50493698534197,594.5546216430181,-0.25,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
7.1,75.486278014267,85.77715436240167,595.9894891522566,-0.25,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
7.2,76.60586463768855,87.04937173946138,597.4243566614952,-0.25,0.85,5000,5000,5000,5000,11.2,12.72,14.35,16.95
