Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Speed
6.2,24.967427527139687,63.37609604374067,81.0,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
6.3,25.37012797112581,64.39829114122035,81.5,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
6.4,25.772828415111935,65.42048623870004,82.0,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
6.5,26.17552885909806,66.44268133617972,82.5,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
6.6,26.578229303084182,67.4648764336594,83.0,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
6.7,26.980929747070306,68.48707153113908,83.5,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
6.8,27.38363019105643,69.50926662861876,84.0,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
6.9,27.786330635042553,70.53146172609844,84.5,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.0,28.189031079028677,71.55365682357812,85.0,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.1,28.5917315230148,72.5758519210578,85.5,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.2,28.994431967000924,73.59804701853749,86.0,-0.16,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.3,29.397132410987048,74.62024211601717,86.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.4,29.79983285497317,75.64243721349685,87.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.5,30.202533298959295,76.66463231097653,87.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.6,30.60523374294542,77.68682740845621,88.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.7,31.007934186931543,78.70902250593589,88.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.8,31.410634630917666,79.73121760341557,89.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
7.9,31.81333507490379,80.75341270089525,89.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.0,32.21603551888992,81.77560779837493,90.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.1,32.618735962876045,82.79780289585462,90.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.2,33.02143640686217,83.8199979933343,91.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.3,33.4241368508483,84.84219309081398,91.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.4,33.82683729483443,85.86438818829366,92.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.5,34.229537738820554,86.88658328577334,92.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.6,34.63223818280668,87.90877838325302,93.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.7,35.03493862679281,88.9309734807327,93.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.8,35.437639070778935,89.95316857821238,94.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
8.9,35.84033951476506,90.97536367569207,94.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.0,36.24303995875119,91.99755877317175,95.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.1,36.64574040273732,93.01975387065143,95.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.2,37.048440846723445,94.04194896813111,96.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.3,37.45114129070957,95.06414406561079,96.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.4,37.8538417346957,96.08633916309047,97.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.5,38.256542178681826,97.10853426057015,97.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.6,38.65924262266795,98.13072935804983,98.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.7,39.06194306665408,99.15292445552952,98.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.8,39.46464351064021,100.1751195530092,99.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
9.9,39.867343954626335,101.19731465048888,99.5,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.0,40.27004439861246,102.21950974796856,100.0,-0.15,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.1,40.67274484259859,103.24170484544824,100.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.2,41.07544528658472,104.26389994292792,101.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.3,41.478145730570844,105.2860950404076,101.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.4,41.88084617455697,106.30829013788728,102.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.5,42.2835466185431,107.33048523536696,102.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.6,42.686247062529226,108.35268033284665,103.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.7,43.08894750651535,109.37487543032633,103.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.8,43.49164795050148,110.39707052780601,104.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
10.9,43.89434839448761,111.41926562528569,104.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.0,44.297048838473735,112.44146072276537,105.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.1,44.69974928245986,113.46365582024505,105.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.2,45.10244972644599,114.48585091772473,106.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.3,45.50515017043212,115.50804601520441,106.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.4,45.907850614418244,116.5302411126841,107.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.5,46.31055105840437,117.55243621016378,107.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.6,46.7132515023905,118.57463130764346,108.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.7,47.115951946376626,119.59682640512314,108.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.8,47.51865239036275,120.61902150260282,109.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
11.9,47.92135283434888,121.6412166000825,109.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.0,48.32405327833501,122.66341169756218,110.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.1,48.726753722321135,123.68560679504186,110.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.2,49.12945416630726,124.70780189252154,111.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.3,49.53215461029339,125.72999699000123,111.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.4,49.93485505427952,126.7521920874809,112.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.5,50.337555498265644,127.77438718496059,112.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.6,50.74025594225177,128.79658228244028,113.0,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.7,51.1429563862379,129.81877737991996,113.5,-0.14,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.8,51.545656830224026,130.84097247739965,114.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
12.9,51.94835727421015,131.86316757487933,114.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.0,52.35105771819628,132.885362672359,115.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.1,52.75375816218241,133.9075577698387,115.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.2,53.156458606168535,134.92975286731837,116.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.3,53.55915905015466,135.95194796479805,116.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.4,53.96185949414079,136.97414306227773,117.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.5,54.36455993812692,137.9963381597574,117.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.6,54.767260382113044,139.0185332572371,118.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.7,55.16996082609917,140.04072835471678,118.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.8,55.5726612700853,141.06292345219646,119.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
13.9,55.975361714071425,142.08511854967614,119.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.0,56.37806215805755,143.10731364715582,120.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.1,56.78076260204368,144.1295087446355,120.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.2,57.18346304602981,145.15170384211518,121.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.3,57.586163490015934,146.17389893959486,121.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.4,57.98886393400206,147.19609403707454,122.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.5,58.39156437798819,148.21828913455423,122.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.6,58.794264821974316,149.2404842320339,123.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.7,59.19696526596044,150.2626793295136,123.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.8,59.59966570994657,151.28487442699327,124.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
14.9,60.0023661539327,152.30706952447295,124.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.0,60.405066597918825,153.32926462195263,125.0,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.1,60.80776704190495,154.3514597194323,125.5,-0.13,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.2,61.21046748589108,155.373654816912,126.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.3,61.61316792987721,156.39584991439168,126.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.4,62.015868373863334,157.41804501187136,127.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.5,62.41856881784946,158.44024010935104,127.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.6,62.82126926183559,159.46243520683072,128.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.7,63.223969705821716,160.4846303043104,128.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.8,63.62667014980784,161.50682540179008,129.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
15.9,64.02937059379397,162.52902049926976,129.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.0,64.43207103778009,163.55121559674944,130.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.1,64.83477148176621,164.57341069422912,130.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.2,65.23747192575233,165.5956057917088,131.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.3,65.64017236973845,166.6178008891885,131.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.4,66.04287281372457,167.63999598666817,132.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.5,66.44557325771069,168.66219108414785,132.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.6,66.84827370169681,169.68438618162753,133.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.7,67.25097414568293,170.7065812791072,133.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.8,67.65367458966905,171.7287763765869,134.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
16.9,68.05637503365517,172.75097147406657,134.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.0,68.45907547764129,173.77316657154626,135.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.1,68.86177592162741,174.79536166902594,135.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.2,69.26447636561353,175.81755676650562,136.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.3,69.66717680959965,176.8397518639853,136.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.4,70.06987725358577,177.86194696146498,137.0,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.5,70.4725776975719,178.88414205894466,137.5,-0.12,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.6,70.87527814155801,179.90633715642434,138.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.7,71.27797858554413,180.92853225390402,138.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.8,71.68067902953025,181.9507273513837,139.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
17.9,72.08337947351637,182.9729224488634,139.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.0,72.4860799175025,183.99511754634307,140.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.1,72.88878036148861,185.01731264382275,140.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.2,73.29148080547473,186.03950774130243,141.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.3,73.69418124946085,187.0617028387821,141.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.4,74.09688169344697,188.0838979362618,142.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.5,74.4995821374331,189.10609303374147,142.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.6,74.90228258141921,190.12828813122115,143.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.7,75.30498302540533,191.15048322870084,143.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.8,75.70768346939145,192.17267832618052,144.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
18.9,76.11038391337758,193.1948734236602,144.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.0,76.5130843573637,194.21706852113988,145.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.1,76.91578480134982,195.23926361861956,145.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.2,77.31848524533594,196.26145871609924,146.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.3,77.72118568932206,197.28365381357892,146.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.4,78.12388613330818,198.3058489110586,147.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.5,78.5265865772943,199.32804400853828,147.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.6,78.92928702128042,200.35023910601797,148.0,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.7,79.33198746526654,201.37243420349765,148.5,-0.11,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.8,79.73468790925266,202.39462930097733,149.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
19.9,80.13738835323878,203.416824398457,149.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.0,80.5400887972249,204.4390194959367,150.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.1,80.94278924121102,205.46121459341637,150.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.2,81.34548968519714,206.48340969089605,151.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.3,81.74819012918326,207.50560478837573,151.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.4,82.15089057316938,208.52779988585542,152.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.5,82.5535910171555,209.5499949833351,152.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.6,82.95629146114162,210.57219008081478,153.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.7,83.35899190512774,211.59438517829446,153.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.8,83.76169234911386,212.61658027577414,154.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
20.9,84.16439279309998,213.63877537325382,154.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.0,84.5670932370861,214.6609704707335,155.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.1,84.96979368107222,215.68316556821318,155.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.2,85.37249412505834,216.70536066569287,156.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.3,85.77519456904446,217.72755576317255,156.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.4,86.17789501303058,218.74975086065223,157.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.5,86.5805954570167,219.7719459581319,157.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.6,86.98329590100282,220.7941410556116,158.0,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.7,87.38599634498894,221.81633615309127,158.5,-0.1,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.8,87.78869678897506,222.83853125057095,159.0,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
21.9,88.19139723296118,223.86072634805063,159.5,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.0,88.5940976769473,224.88292144553031,160.0,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.1,88.99679812093342,225.90511654301,160.5,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.2,89.39949856491954,226.92731164048968,161.0,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.3,89.80219900890566,227.94950673796936,161.5,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.4,90.20489945289178,228.97170183544904,162.0,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.5,90.6075998968779,229.99389693292872,162.5,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.6,91.01030034086402,231.0160920304084,163.0,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
22.7,91.41300078485014,232.03828712788808,163.5,-0.09,1.2,4500,4500,4500,4500,4.03,10.22,5.0,10.99
