Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.40270044398612437,1.0221950974796878,50.278009320221216,-0.18,1.2,2160,2160,2160,2160,4.03,10.22,2.78,10.99
0.2,0.8054008879722487,2.0443901949593757,50.55601864044243,-0.18,1.2,2220,2220,2220,2220,4.03,10.22,2.78,10.99
0.3,1.208101331958373,3.0665852924390635,50.83402796066365,-0.18,1.2,2280,2280,2280,2280,4.03,10.22,2.78,10.99
0.4,1.6108017759444975,4.088780389918751,51.11203728088486,-0.18,1.2,2340,2340,2340,2340,4.03,10.22,2.78,10.99
0.5,2.013502219930622,5.11097548739844,51.39004660110608,-0.18,1.2,2400,2400,2400,2400,4.03,10.22,2.78,10.99
0.6,2.4162026639167467,6.133170584878128,51.668055921327294,-0.18,1.2,2460,2460,2460,2460,4.03,10.22,2.78,10.99
0.7,2.8189031079028712,7.155365682357816,51.94606524154851,-0.18,1.2,2520,2520,2520,2520,4.03,10.22,2.78,10.99
0.8,3.221603551888996,8.177560779837505,52.224074561769726,-0.18,1.2,2580,2580,2580,2580,4.03,10.22,2.78,10.99
0.9,3.6243039958751204,9.199755877317193,52.50208388199094,-0.18,1.2,2640,2640,2640,2640,4.03,10.22,2.78,10.99
1.0,4.027004439861245,10.221950974796881,52.78009320221216,-0.18,1.2,2700,2700,2700,2700,4.03,10.22,2.78,10.99
1.1,4.42970488384737,11.24414607227657,53.05810252243337,-0.18,1.2,2760,2760,2760,2760,4.03,10.22,2.78,10.99
1.2,4.832405327833494,12.266341169756258,53.33611184265459,-0.18,1.2,2820,2820,2820,2820,4.03,10.22,2.78,10.99
1.3,5.235105771819619,13.288536267235946,53.614121162875804,-0.18,1.2,2880,2880,2880,2880,4.03,10.22,2.78,10.99
1.4,5.637806215805743,14.310731364715634,53.89213048309702,-0.18,1.2,2940,2940,2940,2940,4.03,10.22,2.78,10.99
1.5,6.040506659791868,15.332926462195323,54.170139803318236,-0.18,1.2,3000,3000,3000,3000,4.03,10.22,2.78,10.99
1.6,6.4432071037779926,16.35512155967501,54.44814912353945,-0.18,1.2,3060,3060,3060,3060,4.03,10.22,2.78,10.99
1.7,6.845907547764117,17.377316657154697,54.72615844376067,-0.18,1.2,3120,3120,3120,3120,4.03,10.22,2.78,10.99
1.8,7.248607991750242,18.399511754634386,55.00416776398188,-0.18,1.2,3180,3180,3180,3180,4.03,10.22,2.78,10.99
1.9,7.651308435736366,19.421706852114074,55.2821770842031,-0.18,1.2,3240,3240,3240,3240,4.03,10.22,2.78,10.99
2.0,8.05400887972249,20.443901949593762,55.560186404424314,-0.18,1.2,3300,3300,3300,3300,4.03,10.22,2.78,10.99
2.1,8.456709323708614,21.46609704707345,55.83819572464553,-0.18,1.2,3360,3360,3360,3360,4.03,10.22,2.78,10.99
2.2,8.859409767694737,22.48829214455314,56.116205044866746,-0.18,1.2,3420,3420,3420,3420,4.03,10.22,2.78,10.99
2.3,9.262110211680861,23.510487242032827,56.39421436508796,-0.18,1.2,3480,3480,3480,3480,4.03,10.22,2.78,10.99
2.4,9.664810655666985,24.532682339512515,56.67222368530918,-0.18,1.2,3540,3540,3540,3540,4.03,10.22,2.78,10.99
2.5,10.067511099653109,25.554877436992204,56.95023300553039,-0.18,1.2,3600,3600,3600,3600,4.03,10.22,2.78,10.99
2.6,10.470211543639232,26.577072534471892,57.22824232575161,-0.18,1.2,3660,3660,3660,3660,4.03,10.22,2.78,10.99
2.7,10.872911987625356,27.59926763195158,57.506251645972824,-0.18,1.2,3720,3720,3720,3720,4.03,10.22,2.78,10.99
2.8,11.27561243161148,28.62146272943127,57.78426096619404,-0.18,1.2,3780,3780,3780,3780,4.03,10.22,2.78,10.99
2.9,11.678312875597603,29.643657826910957,58.062270286415256,-0.17,1.2,3840,3840,3840,3840,4.03,10.22,2.78,10.99
3.0,12.081013319583727,30.665852924390645,58.34027960663647,-0.17,1.2,3900,3900,3900,3900,4.03,10.22,2.78,10.99
3.1,12.48371376356985,31.688048021870333,58.61828892685769,-0.17,1.2,3960,3960,3960,3960,4.03,10.22,2.78,10.99
3.2,12.886414207555974,32.71024311935002,58.8962982470789,-0.17,1.2,4020,4020,4020,4020,4.03,10.22,2.78,10.99
3.3,13.289114651542098,33.732438216829706,59.17430756730012,-0.17,1.2,4080,4080,4080,4080,4.03,10.22,2.78,10.99
3.4,13.691815095528222,34.754633314309395,59.452316887521334,-0.17,1.2,4140,4140,4140,4140,4.03,10.22,2.78,10.99
3.5,14.094515539514346,35.77682841178908,59.73032620774255,-0.17,1.2,4200,4200,4200,4200,4.03,10.22,2.78,10.99
3.6,14.49721598350047,36.79902350926877,60.008335527963766,-0.17,1.2,4260,4260,4260,4260,4.03,10.22,2.78,10.99
3.7,14.899916427486593,37.82121860674846,60.28634484818498,-0.17,1.2,4320,4320,4320,4320,4.03,10.22,2.78,10.99
3.8,15.302616871472717,38.84341370422815,60.5643541684062,-0.17,1.2,4380,4380,4380,4380,4.03,10.22,2.78,10.99
3.9,15.70531731545884,39.865608801707836,60.84236348862741,-0.17,1.2,4440,4440,4440,4440,4.03,10.22,2.78,10.99
4.0,16.108017759444966,40.887803899187524,61.12037280884863,-0.17,1.2,4500,4500,4500,4500,4.03,10.22,2.78,10.99
4.1,16.51071820343109,41.90999899666721,61.398382129069844,-0.17,1.2,4560,4560,4560,4560,4.03,10.22,2.78,10.99
4.2,16.913418647417213,42.9321940941469,61.67639144929106,-0.17,1.2,4620,4620,4620,4620,4.03,10.22,2.78,10.99
4.3,17.316119091403337,43.95438919162659,61.954400769512276,-0.17,1.2,4680,4680,4680,4680,4.03,10.22,2.78,10.99
4.4,17.71881953538946,44.97658428910628,62.23241008973349,-0.17,1.2,4740,4740,4740,4740,4.03,10.22,2.78,10.99
4.5,18.121519979375584,45.998779386585966,62.51041940995471,-0.17,1.2,4800,4800,4800,4800,4.03,10.22,2.78,10.99
4.6,18.524220423361708,47.020974484065654,62.78842873017592,-0.17,1.2,4860,4860,4860,4860,4.03,10.22,2.78,10.99
4.7,18.92692086734783,48.04316958154534,63.06643805039714,-0.17,1.2,4920,4920,4920,4920,4.03,10.22,2.78,10.99
4.8,19.329621311333955,49.06536467902503,63.344447370618354,-0.17,1.2,4980,4980,4980,4980,4.03,10.22,2.78,10.99
4.9,19.73232175532008,50.08755977650472,63.62245669083957,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.0,20.135022199306203,51.10975487398441,63.900466011060786,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.1,20.537722643292327,52.131949971464095,64.178475331282,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.2,20.94042308727845,53.154145068943784,64.45648465150322,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.3,21.343123531264574,54.17634016642347,64.73449397172443,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.4,21.745823975250698,55.19853526390316,65.01250329194565,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.5,22.14852441923682,56.22073036138285,65.29051261216686,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.6,22.551224863222945,57.24292545886254,65.56852193238808,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.7,22.95392530720907,58.265120556342225,65.8465312526093,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.8,23.356625751195192,59.28731565382191,66.12454057283051,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
5.9,23.759326195181316,60.3095107513016,66.40254989305173,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.0,24.16202663916744,61.33170584878129,66.68055921327294,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.1,24.564727083153564,62.35390094626098,66.95856853349416,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.2,24.967427527139687,63.37609604374067,67.23657785371537,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.3,25.37012797112581,64.39829114122035,67.51458717393659,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.4,25.772828415111935,65.42048623870004,67.7925964941578,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.5,26.17552885909806,66.44268133617972,68.07060581437902,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.6,26.578229303084182,67.4648764336594,68.34861513460024,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.7,26.980929747070306,68.48707153113908,68.62662445482145,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.8,27.38363019105643,69.50926662861876,68.90463377504267,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
6.9,27.786330635042553,70.53146172609844,69.18264309526388,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.0,28.189031079028677,71.55365682357812,69.4606524154851,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.1,28.5917315230148,72.5758519210578,69.73866173570632,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.2,28.994431967000924,73.59804701853749,70.01667105592753,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.3,29.397132410987048,74.62024211601717,70.29468037614875,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.4,29.79983285497317,75.64243721349685,70.57268969636996,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.5,30.202533298959295,76.66463231097653,70.85069901659118,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.6,30.60523374294542,77.68682740845621,71.1287083368124,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.7,31.007934186931543,78.70902250593589,71.40671765703361,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.8,31.410634630917666,79.73121760341557,71.68472697725483,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
7.9,31.81333507490379,80.75341270089525,71.96273629747604,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.0,32.21603551888992,81.77560779837493,72.24074561769726,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.1,32.618735962876045,82.79780289585462,72.51875493791847,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.2,33.02143640686217,83.8199979933343,72.79676425813969,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.3,33.4241368508483,84.84219309081398,73.0747735783609,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.4,33.82683729483443,85.86438818829366,73.35278289858212,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.5,34.229537738820554,86.88658328577334,73.63079221880334,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.6,34.63223818280668,87.90877838325302,73.90880153902455,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.7,35.03493862679281,88.9309734807327,74.18681085924577,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.8,35.437639070778935,89.95316857821238,74.46482017946698,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
8.9,35.84033951476506,90.97536367569207,74.7428294996882,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.0,36.24303995875119,91.99755877317175,75.02083881990941,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.1,36.64574040273732,93.01975387065143,75.29884814013063,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.2,37.048440846723445,94.04194896813111,75.57685746035185,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.3,37.45114129070957,95.06414406561079,75.85486678057306,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.4,37.8538417346957,96.08633916309047,76.13287610079428,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.5,38.256542178681826,97.10853426057015,76.4108854210155,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.6,38.65924262266795,98.13072935804983,76.68889474123671,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.7,39.06194306665408,99.15292445552952,76.96690406145792,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.8,39.46464351064021,100.1751195530092,77.24491338167914,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
9.9,39.867343954626335,101.19731465048888,77.52292270190036,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.0,40.27004439861246,102.21950974796856,77.80093202212157,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.1,40.67274484259859,103.24170484544824,78.07894134234279,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.2,41.07544528658472,104.26389994292792,78.356950662564,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.3,41.478145730570844,105.2860950404076,78.63495998278522,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.4,41.88084617455697,106.30829013788728,78.91296930300643,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.5,42.2835466185431,107.33048523536696,79.19097862322765,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.6,42.686247062529226,108.35268033284665,79.46898794344887,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.7,43.08894750651535,109.37487543032633,79.74699726367008,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.8,43.49164795050148,110.39707052780601,80.0250065838913,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
10.9,43.89434839448761,111.41926562528569,80.30301590411251,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.0,44.297048838473735,112.44146072276537,80.58102522433373,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.1,44.69974928245986,113.46365582024505,80.85903454455494,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.2,45.10244972644599,114.48585091772473,81.13704386477616,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.3,45.50515017043212,115.50804601520441,81.41505318499738,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.4,45.907850614418244,116.5302411126841,81.69306250521859,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.5,46.31055105840437,117.55243621016378,81.97107182543981,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.6,46.7132515023905,118.57463130764346,82.24908114566102,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.7,47.115951946376626,119.59682640512314,82.52709046588224,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.8,47.51865239036275,120.61902150260282,82.80509978610345,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
11.9,47.92135283434888,121.6412166000825,83.08310910632467,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
12.0,48.32405327833501,122.66341169756218,83.36111842654589,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
12.1,48.726753722321135,123.68560679504186,83.6391277467671,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
12.2,49.12945416630726,124.70780189252154,83.91713706698832,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
12.3,49.53215461029339,125.72999699000123,84.19514638720953,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
12.4,49.93485505427952,126.7521920874809,84.47315570743075,-0.17,1.2,5000,5000,5000,5000,4.03,10.22,2.78,10.99
