Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,999.6375201170105,999.7570815443839,100.12756927279084,-0.28,-2.55,2160,2160,2160,2160,-3.624798829895318,-2.429184556160213,1.2756927279083765,14.54
0.2,999.2223175739241,999.4788306254569,100.26056318536847,-0.28,-2.55,2220,2220,2220,2220,-4.152025430863781,-2.782509189269968,1.3299391257763196,14.54
0.3,998.7467238654855,999.1601081402206,100.39921241018381,-0.28,-2.55,2280,2280,2280,2280,-4.7559370843863755,-3.1872248523636437,1.386492248153442,14.54
0.4,998.2019551031724,998.7950275036966,100.54375742859338,-0.28,-2.55,2340,2340,2340,2340,-5.447687623130897,-3.650806365239554,1.4454501840957958,14.54
0.5,997.5779497828194,998.3768459277532,100.6944489479643,-0.28,-2.55,2400,2400,2400,2400,-6.240053203530333,-4.181815759433938,1.5069151937092875,14.54
0.6,996.8631829555593,997.897839886448,100.85154833651586,-0.28,-2.55,2460,2460,2460,2460,-7.147668272600142,-4.7900604130514015,1.5709938855156045,14.54
0.7,996.0444533699489,997.3491624678189,101.0153280766519,-0.28,-2.55,2520,2520,2520,2520,-8.187295856104413,-5.486774186289865,1.6377974013602963,14.54
0.8,995.1066396539383,996.7206799775081,101.18607223757027,-0.28,-2.55,2580,2580,2580,2580,-9.37813716010626,-6.284824903107855,1.7074416091837175,14.54
0.9,994.0324210335351,996.0007847764002,101.3640769679692,-0.28,-2.55,2640,2640,2640,2640,-10.74218620403113,-7.198952011078445,1.7800473039891802,14.54
1.0,992.8241547569033,995.1910565910135,101.54965100970489,-0.28,-2.55,2700,2700,2700,2700,-12.08266276631773,-8.09728185386737,1.8557404173569134,14.54
1.1,991.6158884802716,994.3813284056268,101.7431162332916,-0.28,-2.55,2760,2760,2760,2760,-12.082662766317728,-8.09728185386737,1.9346522358671758,14.54
1.2,990.4076222036398,993.5716002202402,101.94480819617274,-0.28,-2.55,2820,2820,2820,2820,-12.082662766317727,-8.09728185386737,2.0169196288114217,14.54
1.3,989.199355927008,992.7618720348535,102.15507672473139,-0.28,-2.55,2880,2880,2880,2880,-12.082662766317727,-8.097281853867372,2.102685285586435,14.54
1.4,987.9910896503762,991.9521438494668,102.37428652104971,-0.28,-2.55,2940,2940,2940,2940,-12.082662766317725,-8.097281853867374,2.192097963183187,14.54
1.5,986.7828233737445,991.1424156640801,102.60281779546968,-0.29,-2.55,3000,3000,3000,3000,-12.082662766317725,-8.097281853867376,2.285312744199708,14.54
1.6,985.5745570971127,990.3326874786934,102.84106692605222,-0.29,-2.55,3060,3060,3060,3060,-12.082662766317725,-8.097281853867376,2.3824913058254356,14.54
1.7,984.3662908204809,989.5229592933067,103.08944714607858,-0.29,-2.55,3120,3120,3120,3120,-12.082662766317725,-8.097281853867377,2.4838022002636504,14.54
1.8,983.1580245438491,988.71323110792,103.34838926078642,-0.29,-2.55,3180,3180,3180,3180,-12.082662766317723,-8.09728185386738,2.5894211470782884,14.54
