Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.5843913976420104,0.13596578379142973,100.18,-0.64,0.23,2760,2760,2760,2760,5.84,1.36,1.8,20
0.2,1.2856610748124226,0.29912472434114534,100.3708,-0.64,0.23,2820,2820,2820,2820,7.01,1.63,1.91,20
0.3,2.127184687416918,0.49491545300080414,100.573048,-0.64,0.23,2880,2880,2880,2880,8.42,1.96,2.02,20
0.4,3.1370130225423116,0.7298643273923946,100.78743088,-0.64,0.23,2940,2940,2940,2940,10.1,2.35,2.14,20
0.5,4.348807024692785,1.0118029766623033,101.0146767328,-0.64,0.23,3000,3000,3000,3000,12.12,2.82,2.27,20
0.6,5.802959827273352,1.3501293557861938,101.25555733676799,-0.65,0.23,3060,3060,3060,3060,14.54,3.38,2.41,20
0.7,7.547943190370033,1.7561210107348622,101.51089077697407,-0.65,0.23,3120,3120,3120,3120,17.45,4.06,2.55,20
0.8,9.4959145158434,2.209340290039628,101.7815442235925,-0.65,0.23,3180,3180,3180,3180,19.48,4.53,2.71,20
0.9,11.443885841316769,2.6625595693443938,102.06843687700805,-0.65,0.23,3240,3240,3240,3240,19.48,4.53,2.87,20
1.0,13.391857166790137,3.1157788486491595,102.37254308962854,-0.65,0.23,3300,3300,3300,3300,19.48,4.53,3.04,20
1.1,15.339828492263505,3.5689981279539253,102.69489567500625,-0.65,0.23,3360,3360,3360,3360,19.48,4.53,3.22,20
1.2,17.28779981773687,4.022217407258691,103.03658941550663,-0.65,0.23,3420,3420,3420,3420,19.48,4.53,3.42,20
1.3,19.23577114321024,4.475436686563457,103.39878478043703,-0.66,0.23,3480,3480,3480,3480,19.48,4.53,3.62,20
1.4,21.183742468683608,4.928655965868223,103.78271186726325,-0.66,0.23,3540,3540,3540,3540,19.48,4.53,3.84,20
1.5,23.131713794156976,5.3818752451729885,104.18967457929904,-0.66,0.23,3600,3600,3600,3600,19.48,4.53,4.07,20
1.6,25.079685119630344,5.835094524477754,104.62105505405698,-0.66,0.23,3660,3660,3660,3660,19.48,4.53,4.31,20
1.7,27.027656445103712,6.28831380378252,105.0783183573004,-0.66,0.23,3720,3720,3720,3720,19.48,4.53,4.57,20
1.8,28.97562777057708,6.741533083087286,105.56301745873843,-0.66,0.23,3780,3780,3780,3780,19.48,4.53,4.85,20
1.9,30.92359909605045,7.194752362392052,106.07679850626273,-0.67,0.23,3840,3840,3840,3840,19.48,4.53,5.14,20
2.0,32.87157042152381,7.6479716416968175,106.6214064166385,-0.67,0.23,3900,3900,3900,3900,19.48,4.53,5.45,20
2.1,34.81954174699718,8.101190921001583,107.1986908016368,-0.67,0.23,3960,3960,3960,3960,19.48,4.53,5.77,20
2.2,36.76751307247055,8.554410200306348,107.7986908016368,-0.67,0.23,4020,4020,4020,4020,19.48,4.53,6.0,20
2.3,38.71548439794392,9.007629479611113,108.39869080163679,-0.67,0.23,4080,4080,4080,4080,19.48,4.53,6.0,20
2.4,40.663455723417286,9.460848758915878,108.99869080163678,-0.67,0.23,4140,4140,4140,4140,19.48,4.53,6.0,20
2.5,42.611427048890654,9.914068038220643,109.59869080163678,-0.68,0.23,4200,4200,4200,4200,19.48,4.53,6.0,20
2.6,44.55939837436402,10.367287317525408,110.19869080163677,-0.68,0.23,4260,4260,4260,4260,19.48,4.53,6.0,20
2.7,46.50736969983739,10.820506596830173,110.79869080163677,-0.68,0.23,4320,4320,4320,4320,19.48,4.53,6.0,20
2.8,48.45534102531076,11.273725876134938,111.39869080163676,-0.68,0.23,4380,4380,4380,4380,19.48,4.53,6.0,20
2.9,50.40331235078413,11.726945155439703,111.99869080163676,-0.68,0.23,4440,4440,4440,4440,19.48,4.53,6.0,20
3.0,52.351283676257495,12.180164434744468,112.59869080163675,-0.68,0.23,4500,4500,4500,4500,19.48,4.53,6.0,20
