RPM1,RPM2,RPM3,RPM4,zeta,C_proc,RPM_Average,pitch,roll,yaw,Lws
2903.3636363636365,2618.0,2494.3636363636365,2827.7272727272725,0.0,0.0,2710.863636363636,0.0367544727443451,0.11411995506296221,0.008853267157396838,"[48.64300983673778, 65.01242522683135, 88.87402492702037, 82.03602348058678, 92.24308235490801, 73.34601296718796, 94.97140569373758, 94.9798491775193, 80.85350835997046, 83.80317493246851, 70.3132186104909, 71.83996650413508, 73.37242466720538, 88.82529592755787, 96.24174643534525, 94.23731560460553, 97.66351972422763, 94.65697388951929, 93.89054797159974, 93.59599377594344, 82.44458294069803, 85.04873256721197, 65.54956797473137, 56.31367303850503, 67.15542597714544, 72.61791929569043, 75.04215012456989, 70.21370383001305, 65.60399167897054, 75.37148395737842, 71.60954574365475, 71.52527956141314, 63.90737444189746, 55.87982370102041, 42.15532303866197, 57.90645487548037, 61.08778823616052, 61.15733967996811, 59.30705685043931, 40.885736796677364, 49.12476972589407, 57.212261043762716, 62.97428735919269, 51.949839771221676, 42.73405927718553, 57.3795843043023, 55.98532202422179, 36.296937564244864, 48.16115403841944, 50.57206597446238, 32.367454132181685, 45.466615401162194, 38.50316899541493, 42.55213808125539, 43.10599653677923, 41.48739561426296, 42.677939806768705, 39.52406058648145, 37.706296887617256, 41.63081572193641, 34.058463968632225, 38.01430611973991, 37.65501798892429]"
2939.0,2631.0,2524.692307692308,2821.538461538461,0.0,0.0,2729.0576923076924,0.040997526618796236,0.11081593393042093,0.0020435343278536293,"[63.532159255691944, 70.69054519292442, 90.90071514650538, 83.71515885964968, 95.02044120291413, 76.46016852053201, 95.11158943727365, 94.36022970617735, 85.19800267417634, 83.49205171275257, 72.2679990709149, 86.40292191332901, 74.19995597015316, 89.89721258726392, 96.08056320539632, 88.32492347946506, 101.92315023496693, 96.6708215456439, 99.65378664761695, 89.38599556260216, 93.82463541431493, 85.27007984100351, 73.67874330987588, 65.0256303682999, 59.14373380768514, 68.5142208191289, 71.20031019107545, 72.9923841282279, 74.81689165199353, 73.68017276079703, 72.41845043645523, 66.12104926035872, 61.670830758655015, 54.915268752467696, 46.36136157490532, 61.25923228351664, 63.20962257224998, 62.78997196644532, 60.59756572664731, 39.4088100299511, 53.96675052656146, 63.32040327224742, 66.4019353627746, 48.47294507460006, 47.0589972197033, 62.00479477338647, 60.87057674558019, 41.662252284976205, 55.43758482151313, 55.79434266859306, 35.261961547404844, 51.5007372848884, 45.68666623449705, 48.00050984545067, 47.094371853411275, 42.17814416033156, 43.67291925858229, 42.5685181410788, 39.06492963142732, 41.63819644677257, 36.215827051921075, 39.178290489793, 38.00744475037875]"
2913.230769230769,2649.769230769231,2546.923076923077,2796.846153846154,0.0,0.0,2726.6923076923076,0.040200863260642705,0.09414054786018544,0.0024825796259202856,"[55.654835278872135, 55.8704568386677, 95.21249414189768, 92.36541407831979, 82.1216358515398, 65.12065046682767, 98.7149094978831, 96.5017631512161, 71.61264277399111, 80.714973222216, 76.87515035346523, 75.96552899488891, 80.02833286244785, 91.42114463381273, 93.98181016766301, 90.86649594606689, 95.11887064249997, 84.64232089680141, 91.32465574307255, 86.15018281733785, 88.29947556657768, 77.93253838869441, 74.85109762775247, 56.91208685941169, 64.404384648494, 69.46291419260129, 72.36029705440377, 67.96952231553098, 70.27592591454405, 69.0361610583694, 66.26000774448352, 62.176027617535226, 62.46022931327013, 55.76459915316845, 45.513675515980545, 60.88186367748464, 63.252621137757934, 65.33877674014643, 59.44572524887924, 42.54841436474734, 51.305043094549944, 60.17744634224261, 66.09564754155221, 48.7499999148898, 43.779800170045775, 59.92322091573434, 55.90612211938067, 39.10021185593652, 52.58571680176005, 53.23082997578059, 39.36149776486768, 51.47764768790751, 48.54023258106888, 46.76084888890877, 46.54686582699224, 41.84459017555254, 47.01844924891675, 44.05412242410065, 42.29971999710063, 42.716937188751764, 40.3436652919218, 43.00573925663269, 40.660972271821976]"
2890.0,2667.923076923077,2567.4615384615386,2785.769230769231,0.0,0.0,2727.7884615384614,0.037519827981247124,0.08072191476611792,0.0006908949910112639,"[52.40809486964445, 65.3997799324605, 91.61007000590432, 96.24487878095648, 85.73668544429238, 68.91875289077107, 96.42084891268877, 91.75104455739077, 74.36031297239533, 72.25086262208558, 86.18278367348778, 65.2421434490272, 74.98347081135564, 76.67460345140798, 87.22046699820251, 97.6595861106159, 90.27928514650463, 101.59693392199515, 94.95902096801748, 85.3539934595031, 85.0086935490856, 77.75226697290837, 71.00677762645338, 57.4637558935164, 58.527434474799556, 64.02820684438794, 68.20647181055172, 65.1565551838207, 66.92913028449789, 64.99986817192942, 66.89351469977262, 61.72746169340012, 56.52735168197176, 46.887504051539324, 41.554917094450374, 55.366699027488195, 61.44377540256795, 61.250657128122555, 56.56647497211193, 40.562442418260716, 47.80134722253805, 58.98189591843089, 58.105476937567246, 48.078745818792015, 41.545267036968724, 57.033697026870556, 53.46745295442359, 35.97217092570012, 51.38443325506479, 51.4977731136525, 37.95024930547762, 48.572243319270044, 44.73354800922003, 43.93903507965362, 47.742882184818605, 41.555119079610314, 45.22447812872802, 42.70505807887422, 39.658296743874885, 41.57981973169356, 35.31933570345436, 38.060183242542735, 39.52336598816012]"
2881.3571428571427,2691.5,2576.1428571428573,2746.285714285714,0.0,0.0,2723.8214285714284,0.045970078802103166,0.06608362725687388,0.0036188653021622364,"[50.379055588447784, 56.398399392972685, 89.26265555015233, 96.25422620048042, 89.16353535603605, 65.60255934078255, 93.72953267949113, 99.23342781309685, 82.92277408407323, 70.95090221691044, 86.58303597311048, 62.62588071080572, 62.7890892732852, 78.99155904800021, 82.49223775232282, 98.63632345131906, 96.2835478933939, 106.76704705304404, 87.18472327228609, 79.57671369373682, 87.77002551715941, 78.17583884846032, 76.39966352276348, 56.25041199766025, 66.55743273532826, 60.156552149265565, 70.3487859177612, 64.19014946040726, 62.43872362861321, 65.20024467524581, 63.213452613407654, 64.84851579596848, 56.665948657501765, 49.67473191404047, 36.89403009757956, 54.98314869322393, 58.69295229121944, 60.995786985056455, 56.78825085455861, 40.5432463265539, 45.515020302450864, 53.81064265349542, 54.53039947761006, 48.055827410793825, 39.591870099368165, 55.66857481202724, 54.094070183967446, 29.61017221051857, 47.75446388283275, 48.838581005785585, 35.922286043081435, 45.652391133269454, 41.91935878693779, 39.056626419982386, 43.19930434077958, 40.57045665124883, 44.128188433024945, 39.772102048315254, 38.7873859232868, 41.828489431891605, 35.050611837019666, 36.519688905710346, 38.17692591363191]"
2889.818181818182,2681.090909090909,2541.909090909091,2768.2727272727275,0.0,0.0,2720.2727272727275,0.04792300237275678,0.07997192794840104,0.003241653577515517,"[55.265493062722726, 62.357069909574946, 86.83952149428524, 98.51085211103677, 98.03017075371243, 67.96759577469024, 91.9095632944155, 93.57290923874012, 91.91091126313454, 70.07043824289215, 82.24179708083665, 74.162985010223, 74.5793552642682, 80.3387499869879, 81.4614296170559, 93.84847915333677, 94.605489072029, 94.99357712216666, 94.54144082037465, 84.92623229930825, 90.65519917261378, 75.75557427760967, 72.21308198825508, 54.19666198691747, 66.14933897611877, 69.00215495345029, 69.48460969181441, 72.92701473386307, 70.44840706745165, 68.24771780595574, 65.06531292831295, 59.8346887418867, 61.464001108920755, 55.98885773417698, 48.63273951946363, 60.6910596978598, 62.7419761521681, 66.52028024746747, 61.6307683965421, 45.43897654930804, 51.24702364677651, 61.86478356197058, 60.91428576821088, 48.965320921880114, 45.34062084810107, 56.34484048516818, 53.3510762158791, 36.86160577976255, 52.68040599709231, 52.5108395261034, 35.95957744150847, 46.879536979838285, 39.14088050324128, 44.07499193043204, 46.474170022854835, 42.54671094456745, 46.678759342526696, 39.65995207990015, 37.39475571299075, 41.19022499110736, 35.96657353257471, 35.921264457244305, 38.05859835231078]"
2892.833333333333,2671.5,2544.6666666666665,2769.5,0.0,0.0,2719.625,0.0459928605353067,0.08202724027516053,0.0006434710667831043,"[58.598949619358756, 63.77875157981655, 94.4173997394308, 99.6780684777376, 87.21939302770237, 63.830787282597086, 97.75331856407901, 93.70614804914224, 86.33907933269373, 74.79825242998191, 78.35385983536615, 75.82299000563805, 81.93220870420495, 86.85275410301662, 77.19333583557234, 93.69201014722377, 89.18357992540885, 93.80638328852903, 93.0816910239092, 92.8619471977469, 88.16407442371785, 84.47361722953319, 74.52704999317795, 57.54807457091169, 64.84176317482019, 61.599962844795556, 71.39178912706916, 69.50592598285611, 65.17786543044156, 66.31235048506889, 64.87315234038329, 65.11672069772898, 57.02617000304437, 49.45291929544702, 45.13149834974076, 53.724834361551856, 57.27904196584157, 61.30725467930009, 56.13021367336984, 41.162431323170814, 48.9022024384867, 57.96578945328743, 57.12888338328039, 45.715111143575854, 41.23656531082027, 54.758061201419174, 55.30136636454493, 36.57794027589378, 46.9785409103476, 47.500825417027826, 32.01361061378713, 45.400626182550894, 42.6160252358629, 42.898739794847565, 43.218285533758625, 39.3493568184513, 42.91663610089725, 39.10925950247511, 38.02894115484081, 39.44426061133224, 34.80132020979877, 35.9863569061134, 36.696124580546226]"
2876.2727272727275,2672.090909090909,2551.454545454545,2768.818181818182,0.0,0.0,2717.159090909091,0.04197231399774161,0.07757099243026247,0.00242566182928373,"[49.95720116408001, 62.52455868059977, 89.02428005490619, 95.89380706129161, 75.01729158415961, 62.25153530930663, 98.95844810607852, 94.2840567302264, 71.89902532246498, 64.79786425198436, 81.06649234970732, 69.74535153883456, 82.22109187087865, 86.4708129619823, 80.0181026950855, 93.45975776497392, 86.7235642371955, 95.74892601811632, 95.20678521781082, 88.81518965634152, 80.01121475060712, 80.79761915405001, 71.51561125710585, 59.0204219736122, 59.979869513895146, 69.17445187376858, 68.25053437572546, 63.175066533356166, 66.87914296407557, 65.3198192630296, 66.09756599715253, 63.14063164266919, 59.68393521123432, 53.35141206334657, 42.97075400506404, 59.307801678322214, 62.44672541874152, 58.263571085633, 58.32334753931886, 39.59958755435626, 50.113437468270696, 60.92067331783614, 58.50780503892124, 43.59092504472987, 42.61897088281029, 56.146128985361116, 57.14390399884462, 35.370363324590215, 52.60067879325398, 54.54357905795027, 37.413352223287866, 52.226097351754895, 42.77084549704297, 43.107298095328446, 46.85925316816359, 42.49975081016905, 46.204495989525576, 40.00954623888015, 39.99041846973322, 43.087586712524136, 36.90087041676294, 40.351610444389564, 40.33747358717012]"
2856.25,2700.9166666666665,2570.583333333333,2760.333333333333,0.0,0.0,2722.020833333333,0.04155919698140934,0.0633873424309451,0.006321896262733779,"[53.15897478072115, 60.07257017049197, 81.34671325524815, 89.97235139392393, 83.21380128866824, 60.02732497483075, 87.2037709783981, 92.02916343893692, 73.62550029186845, 75.18960345904036, 83.82655709914131, 77.47224519847713, 74.72286125683212, 78.86205756769559, 80.59879953809445, 94.29289822698216, 85.79468995394072, 102.3730274111899, 97.12182340441149, 91.64907556807705, 86.63053065278845, 83.44874374443171, 72.0984579102313, 61.00174106647857, 66.18986808692887, 66.53228715916553, 70.87990296393926, 69.55985088556857, 64.51828556130701, 67.99060030282307, 65.8033686619301, 66.60242988089091, 56.69634130077775, 54.702072612293165, 44.61948451472088, 58.53124856942082, 63.76353424000173, 61.7723902810107, 55.90775504353662, 42.027899663597296, 49.996899259284795, 60.26172889789421, 57.698059689252105, 43.39124502434788, 44.02029008066074, 56.27995062777246, 57.500587920622294, 39.06803391056972, 53.289885881554504, 56.256694540126105, 40.595250927869564, 51.97557194673978, 45.8915209463903, 47.947864026228125, 48.6797710623306, 40.570474888764316, 44.606678857887744, 43.91072131470796, 43.27774365422503, 45.65221491774167, 41.29214414578817, 44.22844514211719, 42.87004375450935]"
2872.083333333333,2658.0,2541.083333333333,2787.4166666666665,0.0,0.0,2714.645833333333,0.03712884584391759,0.08480234530287106,0.0059400013813956706,"[80.44745731009941, 78.33424257785276, 81.6834940151381, 85.80398607845949, 83.29955677749538, 70.14184869142565, 94.60380834279968, 90.54568945238069, 78.59408246407259, 76.20534253480872, 82.23927605632241, 75.9915242852365, 75.92279215858711, 89.03143448331447, 89.8497233281188, 88.3661282485765, 86.38795556019792, 95.59873102099655, 94.85877595998812, 89.9128454937791, 88.95415734047866, 85.45526382035547, 71.37785755908932, 54.85191964912389, 64.12164827777625, 68.74479229189927, 68.48155286281282, 67.24554033229484, 66.13039620334361, 66.11710302184805, 67.46301886340157, 61.98711986303243, 55.87542378106278, 50.203384679999104, 37.71059738324615, 53.078373852352584, 58.27890863093876, 66.76012810612762, 60.289208663235875, 42.75720978467595, 51.28376880725578, 61.85107363899151, 60.47443033292768, 45.72680829163461, 45.07974804917935, 54.59116283521631, 51.7590131500595, 38.46452982341207, 53.33783813606868, 53.14226789989121, 38.92747831047023, 50.827579353570854, 45.53761313436268, 45.3353303984822, 48.04248606682088, 44.455820592446564, 49.482223003248016, 44.71528742064252, 44.099965076751715, 46.35800118869405, 40.425029661951655, 42.445070237359715, 43.90357927427117]"
