Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.1693752154126512,0.1543672849330492,100.09271130454233,-0.83,0.74,2160,2160,2160,2160,1.69,1.54,0.93,7.64
0.2,0.3516887982312475,0.3205264996537952,100.18828773774797,-0.83,0.74,2220,2220,2220,2220,1.82,1.66,0.96,7.64
0.3,0.5479290946593547,0.499378415385741,100.28681784288895,-0.83,0.74,2280,2280,2280,2280,1.96,1.79,0.99,7.64
0.4,0.759159949469056,0.6918926121743296,100.38839289955803,-0.83,0.74,2340,2340,2340,2340,2.11,1.93,1.02,7.64
0.5,0.9865264732450896,0.8991127351094489,100.49310700823136,-0.83,0.74,2400,2400,2400,2400,2.27,2.07,1.05,7.64
0.6,1.2312612501817752,1.1221621520644027,100.60105717744439,-0.83,0.74,2460,2460,2460,2460,2.45,2.23,1.08,7.64
0.7,1.494691020086023,1.3622500436227045,100.71234341366186,-0.83,0.74,2520,2520,2520,2520,2.63,2.4,1.11,7.64
0.8,1.7782438708104544,1.6206779582069963,100.8270688139251,-0.83,0.74,2580,2580,2580,2580,2.84,2.58,1.15,7.64
0.9,2.0834569801077687,1.8988468679463208,100.94533966136251,-0.83,0.74,2640,2640,2640,2640,3.05,2.78,1.18,7.64
1.0,2.411984948875984,2.1982647635325425,101.06726552365168,-0.83,0.74,2700,2700,2700,2700,3.29,2.99,1.22,7.64
1.1,2.7656087709701787,2.520554829238644,101.19295935452428,-0.83,0.74,2760,2760,2760,2760,3.54,3.22,1.26,7.64
1.2,3.1462454882072803,2.8674642424167622,101.3225375984079,-0.83,0.74,2820,2820,2820,2820,3.81,3.47,1.3,7.64
1.3,3.555958582904969,3.240873645179213,101.4561202983018,-0.83,0.74,2880,2880,2880,2880,4.1,3.73,1.34,7.64
1.4,3.9969691642940286,3.642807339609748,101.59383120698617,-0.83,0.74,2940,2940,2940,2940,4.41,4.02,1.38,7.64
1.5,4.471668009447179,4.075444261774644,101.73579790166848,-0.84,0.74,3000,3000,3000,3000,4.75,4.33,1.42,7.64
1.6,4.982628523999869,4.5411297940251965,101.88215190217265,-0.84,0.74,3060,3060,3060,3060,5.11,4.66,1.46,7.64
1.7,5.532620692924818,5.0423884796276806,102.03302879278073,-0.84,0.74,3120,3120,3120,3120,5.5,5.01,1.51,7.64
1.8,6.097204744300321,5.556946096071178,102.18856834783999,-0.84,0.74,3180,3180,3180,3180,5.65,5.15,1.56,7.64
1.9,6.661788795675825,6.071503712514675,102.34891466125175,-0.84,0.74,3240,3240,3240,3240,5.65,5.15,1.6,7.64
2.0,7.226372847051329,6.586061328958172,102.51421627996183,-0.84,0.74,3300,3300,3300,3300,5.65,5.15,1.65,7.64
2.1,7.790956898426833,7.100618945401669,102.68462634157643,-0.84,0.74,3360,3360,3360,3360,5.65,5.15,1.7,7.64
2.2,8.355540949802336,7.615176561845166,102.86030271623085,-0.84,0.74,3305,3305,3305,3305,5.65,5.15,1.76,7.64
2.3,8.92012500117784,8.129734178288663,103.04140815284242,-0.84,0.74,3365,3365,3365,3365,5.65,5.15,1.81,7.64
2.4,9.484709052553345,8.64429179473216,103.22811042988332,-0.84,0.74,3425,3425,3425,3425,5.65,5.15,1.87,7.64
2.5,10.04929310392885,9.158849411175657,103.42058251081271,-0.84,0.74,3365,3365,3365,3365,5.65,5.15,1.92,7.64
2.6,10.613877155304355,9.673407027619154,103.61900270431241,-0.85,0.74,3425,3425,3425,3425,5.65,5.15,1.98,7.64
2.7,11.17846120667986,10.187964644062651,103.8235548294744,-0.85,0.74,3459,3459,3459,3459,5.65,5.15,2.05,7.64
2.8,11.743045258055364,10.702522260506148,104.0344283860933,-0.85,0.74,3414,3414,3414,3414,5.65,5.15,2.11,7.64
2.9,12.307629309430869,11.217079876949645,104.25181873022139,-0.85,0.74,3474,3474,3474,3474,5.65,5.15,2.17,7.64
