Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.5864346989940641,0.012302825853022325,100.13947064568968,-0.35,0.02,4340,4340,4340,4340,5.86,0.12,1.39,19.55
0.2,1.2875298405284763,0.02701111553556244,100.28542531171573,-0.35,0.02,4280,4280,4280,4280,7.01,0.15,1.46,19.55
0.3,2.1257039770969754,0.044595188330705776,100.43816544157913,-0.35,0.02,4220,4220,4220,4220,8.38,0.18,1.53,19.55
0.4,3.127758964491102,0.06561732093337977,100.59800649295413,-0.35,0.02,4160,4160,4160,4160,10.02,0.21,1.6,19.55
0.5,4.32573699071881,0.09074972707801698,100.76527858921011,-0.35,0.02,4100,4100,4100,4100,11.98,0.25,1.67,19.55
0.6,5.757945172284362,0.12079605256540618,100.940327201223,-0.35,0.02,4040,4040,4040,4040,14.32,0.3,1.75,19.55
0.7,7.470180480808641,0.1567170730239575,101.12351386088406,-0.36,0.02,3980,3980,3980,3980,17.12,0.36,1.83,19.55
0.8,9.424962810788854,0.1977264925340319,101.31521690778001,-0.36,0.02,3920,3920,3920,3920,19.55,0.41,1.92,19.55
0.9,11.379745140769067,0.23873591204410632,101.51583227058637,-0.36,0.02,3860,3860,3860,3860,19.55,0.41,2.01,19.55
1.0,13.334527470749281,0.27974533155418074,101.72577428478803,-0.36,0.02,3800,3800,3800,3800,19.55,0.41,2.1,19.55
1.1,15.289309800729495,0.32075475106425516,101.94547654841571,-0.36,0.02,3740,3740,3740,3740,19.55,0.41,2.2,19.55
1.2,17.244092130709706,0.3617641705743296,102.17539281756595,-0.36,0.02,3687,3687,3687,3687,19.55,0.41,2.3,19.55
1.3,19.198874460689918,0.402773590084404,102.41599794355383,-0.37,0.02,3747,3747,3747,3747,19.55,0.41,2.41,19.55
1.4,21.15365679067013,0.4437830095944784,102.6677888536343,-0.37,0.02,3807,3807,3807,3807,19.55,0.41,2.52,19.55
1.5,23.108439120650345,0.48479242910455284,102.93128557731735,-0.37,0.02,3867,3867,3867,3867,19.55,0.41,2.63,19.55
1.6,25.063221450630557,0.5258018486146272,103.20703232039679,-0.37,0.02,3835,3835,3835,3835,19.55,0.41,2.76,19.55
1.7,27.01800378061077,0.5668112681247016,103.49559858891094,-0.37,0.02,3895,3895,3895,3895,19.55,0.41,2.89,19.55
1.8,28.97278611059098,0.607820687634776,103.7975803653564,-0.37,0.02,3955,3955,3955,3955,19.55,0.41,3.02,19.55
1.9,30.927568440571193,0.6488301071448505,104.1136013395843,-0.38,0.02,4015,4015,4015,4015,19.55,0.41,3.16,19.55
2.0,32.882350770551405,0.6898395266549249,104.44431419692124,-0.38,0.02,4035,4035,4035,4035,19.55,0.41,3.31,19.55
2.1,34.83713310053162,0.7308489461649993,104.79040196617505,-0.38,0.02,4095,4095,4095,4095,19.55,0.41,3.46,19.55
2.2,36.79191543051183,0.7718583656750737,105.15257943030991,-0.38,0.02,4155,4155,4155,4155,19.55,0.41,3.62,19.55
2.3,38.74669776049204,0.8128677851851481,105.53159460270382,-0.38,0.02,4168,4168,4168,4168,19.55,0.41,3.79,19.55
2.4,40.70148009047225,0.8538772046952225,105.92823027203771,-0.38,0.02,4228,4228,4228,4228,19.55,0.41,3.97,19.55
2.5,42.656262420452464,0.894886624205297,106.34330561900678,-0.38,0.02,4288,4288,4288,4288,19.55,0.41,4.15,19.55
2.6,44.611044750432676,0.9358960437153714,106.77767790819307,-0.39,0.02,4348,4348,4348,4348,19.55,0.41,4.34,19.55
2.7,46.56582708041289,0.9769054632254458,107.23224425859354,-0.39,0.02,4408,4408,4408,4408,19.55,0.41,4.55,19.55
