Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.3940486553005133,999.6754893426937,100.23437528607647,-0.44,-0.69,2160,2160,2160,2160,3.9404865530051327,-3.24510657306305,2.3437528607646745,17.02
0.2,0.855147559263295,999.2957608335479,100.48706116372742,-0.44,-0.69,2220,2220,2220,2220,4.610989039627817,-3.797285091458202,2.5268587765094295,17.02
0.3,1.3947058000433192,998.8514187529055,100.75948814966567,-0.45,-0.69,2280,2280,2280,2280,5.3955824078002435,-4.44342080642373,2.72426985938251,17.02
0.4,2.0260738052406038,998.3314686309783,101.05319851985867,-0.45,-0.69,2340,2340,2340,2340,6.3136800519728435,-5.1995012192717525,2.937103701929936,17.02
0.5,2.76487367494608,997.7230452088679,101.36985504073087,-0.45,-0.69,2400,2400,2400,2400,7.38799869705476,-6.084234221103919,3.1665652087219653,17.02
0.6,3.629385723361126,997.0110941101732,101.7112503824922,-0.45,-0.69,2460,2460,2460,2460,8.645120484150462,-7.119510986947438,3.4139534176133015,17.02
0.7,4.64100079328896,996.1779993467032,102.07931726788368,-0.45,-0.69,2520,2520,2520,2520,10.116150699278338,-8.33094763469981,3.680668853914916,17.02
0.8,5.824749535231055,995.2031474415745,102.47613941379481,-0.45,-0.69,2580,2580,2580,2580,11.83748741942095,-9.748519051287843,3.9682214591112612,17.02
0.9,7.138245052899432,994.1214452505535,102.90396332769573,-0.45,-0.69,2640,2640,2640,2640,13.13495517668377,-10.81702191021017,4.2782391390092585,17.02
1.0,8.451740570567809,993.0397430595325,103.36521102566695,-0.45,-0.69,2700,2700,2700,2700,13.13495517668377,-10.817021910210173,4.612476979712201,17.02
1.1,9.765236088236186,991.9580408685115,103.86249374402621,-0.45,-0.69,2760,2760,2760,2760,13.13495517668377,-10.817021910210173,4.972827183592588,17.02
1.2,11.078731605904563,990.8763386774905,104.39862672217758,-0.45,-0.69,2820,2820,2820,2820,13.13495517668377,-10.817021910210173,5.361329781513703,17.02
1.3,12.39222712357294,989.7946364864695,104.97664514037204,-0.45,-0.69,2880,2880,2880,2880,13.13495517668377,-10.817021910210173,5.7801841819445565,17.02
1.4,13.705722641241318,988.7129342954485,105.5998213026071,-0.46,-0.69,2940,2940,2940,2940,13.134955176683768,-10.817021910210173,6.231761622350537,17.02
1.5,15.019218158909695,987.6312321044275,106.27168316194211,-0.46,-0.69,3000,3000,3000,3000,13.13495517668377,-10.817021910210174,6.718618593350124,17.02
1.6,16.33271367657807,986.5495299134064,106.99603429310562,-0.46,-0.69,3060,3060,3060,3060,13.134955176683768,-10.817021910210174,7.2435113116351575,17.02
1.7,17.646209194246445,985.4678277223854,107.77697542546456,-0.46,-0.69,3120,3120,3120,3120,13.134955176683768,-10.817021910210174,7.809411323589362,17.02
1.8,18.95970471191482,984.3861255313644,108.55822637905278,-0.46,-0.69,3180,3180,3180,3180,13.134955176683768,-10.817021910210174,7.8125095358822465,17.02
1.9,20.273200229583196,983.3044233403434,109.33947733264101,-0.46,-0.69,3240,3240,3240,3240,13.134955176683766,-10.817021910210174,7.8125095358822465,17.02
2.0,21.58669574725157,982.2227211493224,110.12072828622924,-0.46,-0.69,3300,3300,3300,3300,13.134955176683768,-10.817021910210176,7.8125095358822465,17.02
2.1,22.900191264919947,981.1410189583014,110.90197923981746,-0.46,-0.69,3360,3360,3360,3360,13.134955176683762,-10.817021910210174,7.8125095358822465,17.02
2.2,24.213686782588322,980.0593167672804,111.68323019340569,-0.46,-0.69,3420,3420,3420,3420,13.134955176683766,-10.817021910210176,7.8125095358822465,17.02
2.3,25.527182300256698,978.9776145762594,112.46448114699392,-0.46,-0.69,3480,3480,3480,3480,13.134955176683766,-10.817021910210176,7.8125095358822465,17.02
2.4,26.840677817925073,977.8959123852384,113.24573210058215,-0.46,-0.69,3540,3540,3540,3540,13.134955176683766,-10.817021910210178,7.8125095358822465,17.02
2.5,28.15417333559345,976.8142101942174,114.02698305417037,-0.46,-0.69,3600,3600,3600,3600,13.134955176683762,-10.817021910210176,7.8125095358822465,17.02
2.6,29.467668853261824,975.7325080031964,114.8082340077586,-0.46,-0.69,3660,3660,3660,3660,13.134955176683766,-10.817021910210178,7.8125095358822465,17.02
2.7,30.7811643709302,974.6508058121753,115.58948496134683,-0.46,-0.69,3720,3720,3720,3720,13.134955176683762,-10.817021910210178,7.8125095358822465,17.02
2.8,32.09465988859858,973.5691036211543,116.37073591493505,-0.46,-0.69,3780,3780,3780,3780,13.134955176683762,-10.817021910210178,7.8125095358822465,17.02
2.9,33.40815540626696,972.4874014301333,117.15198686852328,-0.46,-0.69,3840,3840,3840,3840,13.13495517668376,-10.81702191021018,7.8125095358822465,17.02
3.0,34.721650923935336,971.4056992391123,117.93323782211151,-0.46,-0.69,3900,3900,3900,3900,13.13495517668376,-10.81702191021018,7.8125095358822465,17.02
3.1,36.035146441603715,970.3239970480913,118.71448877569973,-0.46,-0.69,3960,3960,3960,3960,13.134955176683762,-10.817021910210181,7.8125095358822465,17.02
3.2,37.34864195927209,969.2422948570703,119.49573972928796,-0.46,-0.69,4020,4020,4020,4020,13.13495517668376,-10.817021910210181,7.8125095358822465,17.02
3.3,38.66213747694047,968.1605926660493,120.27699068287619,-0.46,-0.69,4080,4080,4080,4080,13.134955176683759,-10.817021910210181,7.8125095358822465,17.02
3.4,39.97563299460885,967.0788904750283,121.05824163646442,-0.46,-0.69,4140,4140,4140,4140,13.134955176683759,-10.817021910210181,7.8125095358822465,17.02
3.5,41.28912851227723,965.9971882840073,121.83949259005264,-0.46,-0.69,4200,4200,4200,4200,13.134955176683759,-10.817021910210181,7.8125095358822465,17.02
3.6,42.60262402994561,964.9154860929863,122.62074354364087,-0.46,-0.69,4260,4260,4260,4260,13.134955176683757,-10.817021910210181,7.8125095358822465,17.02
