Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz,Hor_Speed
0.1,0.19774977761063772,0.3485095090563714,100.24,-0.51,1.05,2660,2660,2660,2660,1.98,3.49,2.4,13.36
0.2,0.4219126104167365,0.7435687589522683,100.49919999999999,-0.51,1.05,2720,2720,2720,2720,2.24,3.95,2.59,13.36
0.3,0.6760164390976134,1.1913953085086653,100.77913599999998,-0.51,1.05,2780,2780,2780,2780,2.54,4.48,2.8,13.36
0.4,0.9640604245433744,1.699037183848719,101.08146687999998,-0.51,1.05,2840,2840,2840,2840,2.88,5.08,3.02,13.36
0.5,1.290577887826767,2.2744838023085596,101.40798423039998,-0.51,1.05,2900,2900,2900,2900,3.27,5.75,3.27,13.36
0.6,1.6607076569453005,2.9267917122402323,101.76062296883197,-0.51,1.05,2960,2960,2960,2960,3.7,6.52,3.53,13.36
0.7,2.0802749432096697,3.6662271276368434,102.14147280633853,-0.51,1.05,3020,3020,3020,3020,4.2,7.39,3.81,13.36
0.8,2.555883020134905,4.504427500831813,102.5527906308456,-0.51,1.05,3080,3080,3080,3080,4.76,8.38,4.11,13.36
0.9,3.095017147703636,5.454584676150962,102.99701388131325,-0.51,1.05,3140,3140,3140,3140,5.39,9.5,4.44,13.36
1.0,3.7061623775921277,6.531652507043552,103.47677499181832,-0.51,1.05,3200,3200,3200,3200,6.11,10.77,4.8,13.36
1.1,4.36532830296092,7.69335087056479,103.99491699116378,-0.52,1.05,3260,3260,3260,3260,6.59,11.62,5.18,13.36
1.2,5.024494228329712,8.855049234086028,104.55451035045688,-0.52,1.05,3320,3320,3320,3320,6.59,11.62,5.6,13.36
1.3,5.683660153698504,10.016747597607266,105.15887117849343,-0.52,1.05,3380,3380,3380,3380,6.59,11.62,6.04,13.36
1.4,6.342826079067296,11.178445961128503,105.81158087277291,-0.52,1.05,3440,3440,3440,3440,6.59,11.62,6.53,13.36
1.5,7.001992004436088,12.34014432464974,106.51650734259474,-0.52,1.05,3500,3500,3500,3500,6.59,11.62,7.05,13.36
1.6,7.66115792980488,13.501842688170978,107.27782793000232,-0.52,1.05,3560,3560,3560,3560,6.59,11.62,7.61,13.36
1.7,8.320323855173672,14.663541051692215,108.07782793000231,-0.52,1.05,3620,3620,3620,3620,6.59,11.62,8.0,13.36
1.8,8.979489780542465,15.825239415213453,108.87782793000231,-0.52,1.05,3680,3680,3680,3680,6.59,11.62,8.0,13.36
1.9,9.638655705911258,16.986937778734692,109.67782793000231,-0.52,1.05,3740,3740,3740,3740,6.59,11.62,8.0,13.36
2.0,10.297821631280051,18.14863614225593,110.4778279300023,-0.52,1.05,3800,3800,3800,3800,6.59,11.62,8.0,13.36
2.1,10.956987556648844,19.31033450577717,111.2778279300023,-0.52,1.05,3860,3860,3860,3860,6.59,11.62,8.0,13.36
2.2,11.616153482017637,20.47203286929841,112.0778279300023,-0.52,1.05,3920,3920,3920,3920,6.59,11.62,8.0,13.36
2.3,12.27531940738643,21.63373123281965,112.8778279300023,-0.52,1.05,3980,3980,3980,3980,6.59,11.62,8.0,13.36
2.4,12.934485332755223,22.795429596340888,113.6778279300023,-0.52,1.05,4040,4040,4040,4040,6.59,11.62,8.0,13.36
2.5,13.593651258124016,23.957127959862127,114.47782793000229,-0.52,1.05,4100,4100,4100,4100,6.59,11.62,8.0,13.36
2.6,14.252817183492809,25.118826323383367,115.27782793000229,-0.52,1.05,4160,4160,4160,4160,6.59,11.62,8.0,13.36
2.7,14.911983108861602,26.280524686904606,116.07782793000229,-0.52,1.05,4220,4220,4220,4220,6.59,11.62,8.0,13.36
2.8,15.571149034230395,27.442223050425845,116.87782793000228,-0.52,1.05,4280,4280,4280,4280,6.59,11.62,8.0,13.36
2.9,16.230314959599188,28.603921413947084,117.67782793000228,-0.52,1.05,4340,4340,4340,4340,6.59,11.62,8.0,13.36
3.0,16.88948088496798,29.765619777468324,118.47782793000228,-0.52,1.05,4400,4400,4400,4400,6.59,11.62,8.0,13.36
3.1,17.548646810336773,30.927318140989563,119.27782793000227,-0.52,1.05,4460,4460,4460,4460,6.59,11.62,8.0,13.36
