Time(s),X,Y,Z,Pitch,Yaw,FL,FR,RL,RR,Vx,Vy,Vz
68.5,541.1871684921745,541.1871684921745,55.70183779199988,0.68,0.79,2220,2220,2220,2220,3.46,3.46,4.39
68.6,541.5072217643523,541.5072217643523,56.116245919999876,0.76,0.79,2160,2160,2160,2160,3.2,3.2,4.14
68.7,541.8032710411168,541.8032710411168,56.50170284799987,0.83,0.79,2100,2100,2100,2100,2.96,2.96,3.85
68.8,542.0771166221239,542.0771166221239,56.854313663999875,0.9,0.79,2040,2040,2040,2040,2.74,2.74,3.53
68.9,542.3304237845555,542.3304237845555,57.17029635199987,0.96,0.79,1980,1980,1980,1980,2.53,2.53,3.16
69.0,542.5647329098048,542.5647329098048,57.44598179199987,1.02,0.79,1920,1920,1920,1920,2.34,2.34,2.76
69.1,542.7814688506603,542.7814688506603,57.67781375999987,1.07,0.79,1860,1860,1860,1860,2.17,2.17,2.32
69.2,542.9819495959517,542.9819495959517,57.86234892799987,1.11,0.79,1800,1800,1800,1800,2.0,2.0,1.85
69.3,543.1673942853463,543.1673942853463,57.999587295999866,1.15,0.79,1800,1800,1800,1800,1.85,1.85,1.37
69.4,543.3389306230363,543.3389306230363,58.08952886399987,1.19,0.79,1800,1800,1800,1800,1.72,1.72,0.9
69.5,543.4976017353995,543.4976017353995,58.13217363199987,1.22,0.79,1800,1800,1800,1800,1.59,1.59,0.43
69.6,543.6443725143354,543.6443725143354,58.12752159999987,1.24,0.79,1800,1800,1800,1800,1.47,1.47,-0.05
69.7,543.7801354848511,543.7801354848511,58.075572767999866,1.27,0.79,1800,1800,1800,1800,1.36,1.36,-0.52
69.8,543.9057162325782,543.9057162325782,57.97632713599987,1.29,0.79,1800,1800,1800,1800,1.26,1.26,-0.99
69.9,544.0218784242257,544.0218784242257,57.82978470399987,1.3,0.79,1800,1800,1800,1800,1.16,1.16,-1.47
70.0,544.1293284514998,544.1293284514998,57.63594547199987,1.32,0.79,1800,1800,1800,1800,1.07,1.07,-1.94
70.1,544.2287197267282,544.2287197267282,57.39480943999987,1.33,0.79,1800,1800,1800,1800,0.99,0.99,-2.41
70.2,544.3206566563144,544.3206566563144,57.10637660799987,1.34,0.79,1800,1800,1800,1800,0.92,0.92,-2.88
70.3,544.4056983161818,544.4056983161818,56.77064697599987,1.35,0.79,1800,1800,1800,1800,0.85,0.85,-3.36
70.4,544.484361851559,544.484361851559,56.387620543999866,1.36,0.79,1800,1800,1800,1800,0.79,0.79,-3.83
70.5,544.557125621783,544.557125621783,55.95729731199987,1.36,0.79,1800,1800,1800,1800,0.73,0.73,-4.3
70.6,544.6244321092402,544.6244321092402,55.47967727999987,1.36,0.79,1800,1800,1800,1800,0.67,0.67,-4.78
70.7,544.686690610138,544.686690610138,54.97967727999987,1.36,0.79,1800,1800,1800,1800,0.62,0.62,-5.0
70.8,544.7442797234686,544.7442797234686,54.47967727999987,1.36,0.79,1800,1800,1800,1800,0.58,0.58,-5.0
70.9,544.7975496532994,544.7975496532994,53.97967727999987,1.35,0.79,1800,1800,1800,1800,0.53,0.53,-5.0
71.0,544.8468243383928,544.8468243383928,53.47967727999987,1.34,0.79,1800,1800,1800,1800,0.49,0.49,-5.0
71.1,544.8924034221043,544.8924034221043,52.97967727999987,1.33,0.79,1800,1800,1800,1800,0.46,0.46,-5.0
71.2,544.9345640745373,544.9345640745373,52.47967727999987,1.31,0.79,1800,1800,1800,1800,0.42,0.42,-5.0
71.3,544.973562678038,544.973562678038,51.97967727999987,1.28,0.79,1800,1800,1800,1800,0.39,0.39,-5.0
71.4,546.0342228498178,546.0342228498178,51.47967727999987,0.02,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
71.5,547.0948830215975,547.0948830215975,50.97967727999987,0.01,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
71.6,548.1555431933773,548.1555431933773,50.47967727999987,0.01,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
71.7,549.2162033651571,549.2162033651571,49.97967727999987,0.0,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
71.8,550.2768635369368,550.2768635369368,49.47967727999987,-0.0,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
71.9,551.3375237087166,551.3375237087166,48.97967727999987,-0.0,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
72.0,552.3981838804964,552.3981838804964,48.47967727999987,-0.01,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
72.1,553.4588440522762,553.4588440522762,47.97967727999987,-0.01,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
72.2,554.5195042240559,554.5195042240559,47.47967727999987,-0.02,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
72.3,555.5801643958357,555.5801643958357,46.97967727999987,-0.02,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
72.4,556.6408245676155,556.6408245676155,46.47967727999987,-0.03,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
72.5,557.7014847393953,557.7014847393953,45.98115155199987,-0.03,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
72.6,558.762144911175,558.762144911175,45.48889817599987,-0.04,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
72.7,559.8228050829548,559.8228050829548,45.00782812799987,-0.04,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
72.8,560.8834652547346,560.8834652547346,44.54296527999987,-0.05,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
72.9,561.9441254265143,561.9441254265143,44.09944639999987,-0.05,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
73.0,563.0047855982941,563.0047855982941,43.68252115199987,-0.06,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
73.1,564.0654457700739,564.0654457700739,43.29755209599987,-0.06,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
73.2,565.1261059418537,565.1261059418537,42.95001468799987,-0.07,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
73.3,566.1867661136334,566.1867661136334,42.645497279999866,-0.07,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
73.4,567.2474262854132,567.2474262854132,42.38970111999986,-0.07,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
73.5,568.308086457193,568.308086457193,42.188440351999866,-0.08,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
73.6,569.3687466289728,569.3687466289728,42.04764201599986,-0.08,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
73.7,570.4294068007525,570.4294068007525,41.97334604799986,-0.08,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
73.8,571.4900669725323,571.4900669725323,41.97170527999986,-0.09,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
73.9,572.5507271443121,572.5507271443121,42.04898543999986,-0.09,0.79,3360,3360,3360,3360,10.61,10.61,0.77
74.0,573.6113873160919,573.6113873160919,42.211565151999864,-0.09,0.79,3420,3420,3420,3420,10.61,10.61,1.63
74.1,574.6720474878716,574.6720474878716,42.465935935999866,-0.09,0.79,3480,3480,3480,3480,10.61,10.61,2.54
74.2,575.7327076596514,575.7327076596514,42.81870220799986,-0.09,0.79,3540,3540,3540,3540,10.61,10.61,3.53
74.3,576.7933678314312,576.7933678314312,43.27658127999986,-0.08,0.79,3600,3600,3600,3600,10.61,10.61,4.58
74.4,577.8540280032109,577.8540280032109,43.77658127999986,-0.08,0.79,3540,3540,3540,3540,10.61,10.61,5.0
74.5,578.9146881749907,578.9146881749907,44.27658127999986,-0.08,0.79,3480,3480,3480,3480,10.61,10.61,5.0
74.6,579.9753483467705,579.9753483467705,44.77658127999986,-0.07,0.79,3420,3420,3420,3420,10.61,10.61,5.0
74.7,581.0360085185503,581.0360085185503,45.27658127999986,-0.07,0.79,3360,3360,3360,3360,10.61,10.61,5.0
74.8,582.09666869033,582.09666869033,45.77658127999986,-0.06,0.79,3300,3300,3300,3300,10.61,10.61,5.0
74.9,583.1573288621098,583.1573288621098,46.27658127999986,-0.05,0.79,3240,3240,3240,3240,10.61,10.61,5.0
75.0,584.2179890338896,584.2179890338896,46.77658127999986,-0.05,0.79,3180,3180,3180,3180,10.61,10.61,5.0
75.1,585.2786492056694,585.2786492056694,47.27658127999986,-0.04,0.79,3120,3120,3120,3120,10.61,10.61,5.0
75.2,586.3393093774491,586.3393093774491,47.77658127999986,-0.04,0.79,3060,3060,3060,3060,10.61,10.61,5.0
75.3,587.3999695492289,587.3999695492289,48.27658127999986,-0.03,0.79,3000,3000,3000,3000,10.61,10.61,5.0
75.4,588.4606297210087,588.4606297210087,48.77658127999986,-0.02,0.79,2940,2940,2940,2940,10.61,10.61,5.0
75.5,589.5212898927884,589.5212898927884,49.27658127999986,-0.02,0.79,2880,2880,2880,2880,10.61,10.61,5.0
75.6,590.5819500645682,590.5819500645682,49.77658127999986,-0.01,0.79,2820,2820,2820,2820,10.61,10.61,5.0
75.7,591.642610236348,591.642610236348,50.27658127999986,-0.0,0.79,2760,2760,2760,2760,10.61,10.61,5.0
75.8,592.7032704081278,592.7032704081278,50.77658127999986,0.0,0.79,2700,2700,2700,2700,10.61,10.61,5.0
75.9,593.7639305799075,593.7639305799075,51.27658127999986,0.01,0.79,2640,2640,2640,2640,10.61,10.61,5.0
76.0,594.8245907516873,594.8245907516873,51.77658127999986,0.02,0.79,2580,2580,2580,2580,10.61,10.61,5.0
76.1,595.8852509234671,595.8852509234671,52.27658127999986,0.03,0.79,2520,2520,2520,2520,10.61,10.61,5.0
76.2,596.9459110952469,596.9459110952469,52.77337036799986,0.04,0.79,2460,2460,2460,2460,10.61,10.61,4.97
76.3,598.0065712670266,598.0065712670266,53.26237625599986,0.05,0.79,2400,2400,2400,2400,10.61,10.61,4.89
76.4,599.0672314388064,599.0672314388064,53.73913955199986,0.06,0.79,2340,2340,2340,2340,10.61,10.61,4.77
76.5,600.1278916105862,600.1278916105862,54.19931375999986,0.07,0.79,2280,2280,2280,2280,10.61,10.61,4.6
76.6,601.188551782366,601.188551782366,54.63866527999986,0.08,0.79,2220,2220,2220,2220,10.61,10.61,4.39
76.7,602.2492119541457,602.2492119541457,55.05307340799986,0.09,0.79,2160,2160,2160,2160,10.61,10.61,4.14
76.8,603.3098721259255,603.3098721259255,55.43853033599986,0.1,0.79,2100,2100,2100,2100,10.61,10.61,3.85
76.9,604.3705322977053,604.3705322977053,55.79114115199986,0.12,0.79,2040,2040,2040,2040,10.61,10.61,3.53
77.0,605.431192469485,605.431192469485,56.10712383999986,0.13,0.79,1980,1980,1980,1980,10.61,10.61,3.16
77.1,606.4918526412648,606.4918526412648,56.382809279999854,0.14,0.79,1920,1920,1920,1920,10.61,10.61,2.76
77.2,607.5525128130446,607.5525128130446,56.614641247999856,0.15,0.79,1860,1860,1860,1860,10.61,10.61,2.32
77.3,608.6131729848244,608.6131729848244,56.79917641599985,0.16,0.79,1800,1800,1800,1800,10.61,10.61,1.85
77.4,609.6738331566041,609.6738331566041,56.93641478399985,0.17,0.79,1800,1800,1800,1800,10.61,10.61,1.37
77.5,610.7344933283839,610.7344933283839,57.02635635199985,0.18,0.79,1800,1800,1800,1800,10.61,10.61,0.9
77.6,611.7951535001637,611.7951535001637,57.069001119999854,0.19,0.79,1800,1800,1800,1800,10.61,10.61,0.43
77.7,612.8558136719435,612.8558136719435,57.06434908799985,0.2,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
77.8,613.9164738437232,613.9164738437232,57.01240025599985,0.21,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
77.9,614.977134015503,614.977134015503,56.91315462399985,0.22,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
78.0,616.0377941872828,616.0377941872828,56.766612191999855,0.22,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
78.1,617.0984543590625,617.0984543590625,56.57277295999985,0.23,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
78.2,618.1591145308423,618.1591145308423,56.33163692799985,0.24,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
78.3,619.2197747026221,619.2197747026221,56.043204095999855,0.24,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
78.4,620.2804348744019,620.2804348744019,55.70747446399985,0.24,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
78.5,621.3410950461816,621.3410950461816,55.32444803199985,0.25,0.79,1800,1800,1800,1800,10.61,10.61,-3.83
78.6,622.4017552179614,622.4017552179614,54.89412479999985,0.25,0.79,1800,1800,1800,1800,10.61,10.61,-4.3
78.7,623.4488963038871,623.4488963038871,54.416504767999854,0.24,0.79,1800,1800,1800,1800,10.47,10.47,-4.78
78.8,624.4175018083682,624.4175018083682,53.916504767999854,0.24,0.79,1800,1800,1800,1800,9.69,9.69,-5.0
78.9,625.3134619000133,625.3134619000133,53.416504767999854,0.23,0.79,1800,1800,1800,1800,8.96,8.96,-5.0
79.0,626.142224984785,626.142224984785,52.916504767999854,0.22,0.79,1800,1800,1800,1800,8.29,8.29,-5.0
79.1,626.9088308381988,626.9088308381988,52.416504767999854,0.2,0.79,1800,1800,1800,1800,7.67,7.67,-5.0
79.2,627.6179412526067,627.6179412526067,51.916504767999854,0.18,0.79,1800,1800,1800,1800,7.09,7.09,-5.0
79.3,628.273868385934,628.273868385934,51.416504767999854,0.15,0.79,1860,1860,1860,1860,6.56,6.56,-5.0
79.4,628.8806009842616,628.8806009842616,50.916504767999854,0.12,0.79,1920,1920,1920,1920,6.07,6.07,-5.0
79.5,629.4418286377147,629.4418286377147,50.416504767999854,0.09,0.79,1980,1980,1980,1980,5.61,5.61,-5.0
79.6,629.9609642171588,629.9609642171588,49.916504767999854,0.04,0.79,2040,2040,2040,2040,5.19,5.19,-5.0
79.7,630.4411646281446,630.4411646281446,49.416504767999854,-0.01,0.79,2100,2100,2100,2100,4.8,4.8,-5.0
79.8,630.8853500083065,630.8853500083065,48.916504767999854,-0.07,0.79,2160,2160,2160,2160,4.44,4.44,-5.0
79.9,631.2962214849563,631.2962214849563,48.416504767999854,-0.14,0.79,2220,2220,2220,2220,4.11,4.11,-5.0
80.0,631.6762776008572,631.6762776008572,47.916504767999854,-0.22,0.79,2280,2280,2280,2280,3.8,3.8,-5.0
80.1,632.0278295080657,632.0278295080657,47.416504767999854,-0.3,0.79,2340,2340,2340,2340,3.52,3.52,-5.0
80.2,632.3530150222335,632.3530150222335,46.916504767999854,-0.4,0.79,2400,2400,2400,2400,3.25,3.25,-5.0
80.3,632.6538116228387,632.6538116228387,46.416504767999854,-0.5,0.79,2460,2460,2460,2460,3.01,3.01,-5.0
80.4,632.9320484783985,632.9320484783985,45.91797903999986,-0.6,0.79,2520,2520,2520,2520,2.78,2.78,-4.99
80.5,633.1894175697914,633.1894175697914,45.425725663999856,-0.7,0.79,2580,2580,2580,2580,2.57,2.57,-4.92
80.6,633.4274839793298,633.4274839793298,44.94465561599986,-0.79,0.79,2640,2640,2640,2640,2.38,2.38,-4.81
80.7,633.6476954081528,633.6476954081528,44.479792767999854,-0.88,0.79,2700,2700,2700,2700,2.2,2.2,-4.65
80.8,633.851390979814,633.851390979814,44.036273887999855,-0.96,0.79,2760,2760,2760,2760,2.04,2.04,-4.44
80.9,634.0398093836008,634.0398093836008,43.619348639999856,-1.03,0.79,2820,2820,2820,2820,1.88,1.88,-4.17
81.0,634.2140964071034,634.2140964071034,43.23437958399985,-1.1,0.79,2880,2880,2880,2880,1.74,1.74,-3.85
81.1,634.3753119038433,634.3753119038433,42.88684217599985,-1.15,0.79,2940,2940,2940,2940,1.61,1.61,-3.48
81.2,634.5244362383278,634.5244362383278,42.58232476799985,-1.19,0.79,3000,3000,3000,3000,1.49,1.49,-3.05
81.3,634.6623762477259,634.6623762477259,42.32652860799985,-1.23,0.79,3060,3060,3060,3060,1.38,1.38,-2.56
81.4,634.7899707564192,634.7899707564192,42.12526783999985,-1.27,0.79,3120,3120,3120,3120,1.28,1.28,-2.01
81.5,634.9079956769605,634.9079956769605,41.98446950399985,-1.3,0.79,3180,3180,3180,3180,1.18,1.18,-1.41
81.6,635.0171687284611,635.0171687284611,41.910173535999846,-1.32,0.79,3240,3240,3240,3240,1.09,1.09,-0.74
81.7,635.1181538010993,635.1181538010993,41.908532767999844,-1.34,0.79,3300,3300,3300,3300,1.01,1.01,-0.02
81.8,635.2115649932896,635.2115649932896,41.985812927999845,-1.36,0.79,3360,3360,3360,3360,0.93,0.93,0.77
81.9,635.2979703460655,635.2979703460655,42.14839263999985,-1.37,0.79,3420,3420,3420,3420,0.86,0.86,1.63
82.0,635.3778952973834,635.3778952973834,42.40276342399985,-1.38,0.79,3480,3480,3480,3480,0.8,0.8,2.54
82.1,635.4518258773523,635.4518258773523,42.75552969599985,-1.39,0.79,3540,3540,3540,3540,0.74,0.74,3.53
82.2,635.5202116638236,635.5202116638236,43.20008703999985,-1.39,0.79,3480,3480,3480,3480,0.68,0.68,4.45
82.3,635.5834685163096,635.5834685163096,43.70008703999985,-1.4,0.79,3420,3420,3420,3420,0.63,0.63,5.0
82.4,635.6419811048592,635.6419811048592,44.20008703999985,-1.4,0.79,3360,3360,3360,3360,0.59,0.59,5.0
82.5,635.6961052492675,635.6961052492675,44.70008703999985,-1.4,0.79,3300,3300,3300,3300,0.54,0.54,5.0
82.6,635.7461700828452,635.7461700828452,45.20008703999985,-1.39,0.79,3240,3240,3240,3240,0.5,0.5,5.0
82.7,635.7924800539046,635.7924800539046,45.70008703999985,-1.39,0.79,3180,3180,3180,3180,0.46,0.46,5.0
82.8,635.8353167771345,635.8353167771345,46.20008703999985,-1.39,0.79,3120,3120,3120,3120,0.43,0.43,5.0
82.9,635.8749407461221,635.8749407461221,46.70008703999985,-1.38,0.79,3060,3060,3060,3060,0.4,0.4,5.0
83.0,635.9115929174357,635.9115929174357,47.20008703999985,-1.36,0.79,3000,3000,3000,3000,0.37,0.37,5.0
83.1,635.9454961759008,635.9454961759008,47.70008703999985,-1.35,0.79,2940,2940,2940,2940,0.34,0.34,5.0
83.2,635.9768566899809,635.9768566899809,48.20008703999985,-1.32,0.79,2880,2880,2880,2880,0.31,0.31,5.0
83.3,637.0375168617607,637.0375168617607,48.70008703999985,-0.01,0.79,2820,2820,2820,2820,10.61,10.61,5.0
83.4,638.0981770335404,638.0981770335404,49.20008703999985,-0.01,0.79,2760,2760,2760,2760,10.61,10.61,5.0
83.5,639.1588372053202,639.1588372053202,49.70008703999985,-0.01,0.79,2700,2700,2700,2700,10.61,10.61,5.0
83.6,640.2194973771,640.2194973771,50.20008703999985,-0.0,0.79,2640,2640,2640,2640,10.61,10.61,5.0
83.7,641.2801575488797,641.2801575488797,50.70008703999985,0.0,0.79,2580,2580,2580,2580,10.61,10.61,5.0
83.8,642.3408177206595,642.3408177206595,51.20008703999985,0.01,0.79,2520,2520,2520,2520,10.61,10.61,5.0
83.9,643.4014778924393,643.4014778924393,51.69687612799985,0.01,0.79,2460,2460,2460,2460,10.61,10.61,4.97
84.0,644.4621380642191,644.4621380642191,52.18588201599985,0.01,0.79,2400,2400,2400,2400,10.61,10.61,4.89
84.1,645.5227982359988,645.5227982359988,52.66264531199985,0.02,0.79,2340,2340,2340,2340,10.61,10.61,4.77
84.2,646.5834584077786,646.5834584077786,53.12281951999985,0.02,0.79,2280,2280,2280,2280,10.61,10.61,4.6
84.3,647.6441185795584,647.6441185795584,53.56217103999985,0.03,0.79,2220,2220,2220,2220,10.61,10.61,4.39
84.4,648.7047787513382,648.7047787513382,53.97657916799985,0.03,0.79,2160,2160,2160,2160,10.61,10.61,4.14
84.5,649.7654389231179,649.7654389231179,54.36203609599985,0.04,0.79,2100,2100,2100,2100,10.61,10.61,3.85
84.6,650.8260990948977,650.8260990948977,54.71464691199985,0.04,0.79,2040,2040,2040,2040,10.61,10.61,3.53
84.7,651.8867592666775,651.8867592666775,55.03062959999985,0.04,0.79,1980,1980,1980,1980,10.61,10.61,3.16
84.8,652.9474194384572,652.9474194384572,55.306315039999845,0.05,0.79,1920,1920,1920,1920,10.61,10.61,2.76
84.9,654.008079610237,654.008079610237,55.53814700799985,0.05,0.79,1860,1860,1860,1860,10.61,10.61,2.32
85.0,655.0687397820168,655.0687397820168,55.72268217599984,0.05,0.79,1800,1800,1800,1800,10.61,10.61,1.85
85.1,656.1293999537966,656.1293999537966,55.85992054399984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,1.37
85.2,657.1900601255763,657.1900601255763,55.94986211199984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,0.9
85.3,658.2507202973561,658.2507202973561,55.992506879999844,0.06,0.79,1800,1800,1800,1800,10.61,10.61,0.43
85.4,659.3113804691359,659.3113804691359,55.98785484799984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-0.05
85.5,660.3720406409157,660.3720406409157,55.93590601599984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-0.52
85.6,661.4327008126954,661.4327008126954,55.83666038399984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-0.99
85.7,662.4933609844752,662.4933609844752,55.690117951999845,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-1.47
85.8,663.554021156255,663.554021156255,55.49627871999984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-1.94
85.9,664.6146813280347,664.6146813280347,55.25514268799984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-2.41
86.0,665.6753414998145,665.6753414998145,54.966709855999845,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-2.88
86.1,666.7360016715943,666.7360016715943,54.63098022399984,0.06,0.79,1800,1800,1800,1800,10.61,10.61,-3.36
86.2,667.7966618433741,667.7966618433741,54.24795379199984,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-3.83
86.3,668.8573220151538,668.8573220151538,53.81763055999984,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-4.3
86.4,669.9179821869336,669.9179821869336,53.340010527999844,0.05,0.79,1800,1800,1800,1800,10.61,10.61,-4.78
86.5,670.9786423587134,670.9786423587134,52.840010527999844,0.04,0.79,1800,1800,1800,1800,10.61,10.61,-5.0
86.6,672.0393025304932,672.0393025304932,52.340010527999844,0.04,0.79,1860,1860,1860,1860,10.61,10.61,-5.0
86.7,673.0999627022729,673.0999627022729,51.840010527999844,0.03,0.79,1920,1920,1920,1920,10.61,10.61,-5.0
86.8,674.1606228740527,674.1606228740527,51.340010527999844,0.02,0.79,1980,1980,1980,1980,10.61,10.61,-5.0
86.9,675.2212830458325,675.2212830458325,50.840010527999844,0.02,0.79,2040,2040,2040,2040,10.61,10.61,-5.0
87.0,676.2819432176123,676.2819432176123,50.340010527999844,0.01,0.79,2100,2100,2100,2100,10.61,10.61,-5.0
87.1,677.342603389392,677.342603389392,49.840010527999844,0.0,0.79,2160,2160,2160,2160,10.61,10.61,-5.0
87.2,678.4032635611718,678.4032635611718,49.340010527999844,-0.0,0.79,2220,2220,2220,2220,10.61,10.61,-5.0
87.3,679.4639237329516,679.4639237329516,48.840010527999844,-0.01,0.79,2280,2280,2280,2280,10.61,10.61,-5.0
87.4,680.5245839047313,680.5245839047313,48.340010527999844,-0.02,0.79,2340,2340,2340,2340,10.61,10.61,-5.0
87.5,681.5852440765111,681.5852440765111,47.840010527999844,-0.03,0.79,2400,2400,2400,2400,10.61,10.61,-5.0
87.6,682.6459042482909,682.6459042482909,47.340010527999844,-0.03,0.79,2460,2460,2460,2460,10.61,10.61,-5.0
87.7,683.7065644200707,683.7065644200707,46.84148479999985,-0.04,0.79,2520,2520,2520,2520,10.61,10.61,-4.99
87.8,684.7672245918504,684.7672245918504,46.349231423999846,-0.05,0.79,2580,2580,2580,2580,10.61,10.61,-4.92
87.9,685.8278847636302,685.8278847636302,45.86816137599985,-0.06,0.79,2640,2640,2640,2640,10.61,10.61,-4.81
88.0,686.88854493541,686.88854493541,45.403298527999844,-0.07,0.79,2700,2700,2700,2700,10.61,10.61,-4.65
88.1,687.9492051071898,687.9492051071898,44.959779647999845,-0.08,0.79,2760,2760,2760,2760,10.61,10.61,-4.44
88.2,689.0098652789695,689.0098652789695,44.54285439999985,-0.09,0.79,2820,2820,2820,2820,10.61,10.61,-4.17
88.3,690.0705254507493,690.0705254507493,44.157885343999844,-0.1,0.79,2880,2880,2880,2880,10.61,10.61,-3.85
88.4,691.1311856225291,691.1311856225291,43.81034793599984,-0.11,0.79,2940,2940,2940,2940,10.61,10.61,-3.48
88.5,692.1918457943088,692.1918457943088,43.50583052799984,-0.12,0.79,3000,3000,3000,3000,10.61,10.61,-3.05
88.6,693.2525059660886,693.2525059660886,43.25003436799984,-0.13,0.79,3060,3060,3060,3060,10.61,10.61,-2.56
88.7,694.3131661378684,694.3131661378684,43.04877359999984,-0.14,0.79,3120,3120,3120,3120,10.61,10.61,-2.01
88.8,695.3738263096482,695.3738263096482,42.90797526399984,-0.15,0.79,3180,3180,3180,3180,10.61,10.61,-1.41
88.9,696.4344864814279,696.4344864814279,42.833679295999836,-0.16,0.79,3240,3240,3240,3240,10.61,10.61,-0.74
89.0,697.4951466532077,697.4951466532077,42.832038527999835,-0.16,0.79,3300,3300,3300,3300,10.61,10.61,-0.02
89.1,698.5558068249875,698.5558068249875,42.909318687999836,-0.17,0.79,3360,3360,3360,3360,10.61,10.61,0.77
89.2,699.6164669967673,699.6164669967673,43.07189839999984,-0.17,0.79,3420,3420,3420,3420,10.61,10.61,1.63
89.3,700.677127168547,700.677127168547,43.32626918399984,-0.18,0.79,3480,3480,3480,3480,10.61,10.61,2.54
89.4,701.7377873403268,701.7377873403268,43.67903545599984,-0.18,0.79,3540,3540,3540,3540,10.61,10.61,3.53
89.5,702.7984475121066,702.7984475121066,44.136914527999835,-0.17,0.79,3600,3600,3600,3600,10.61,10.61,4.58
89.6,703.8591076838864,703.8591076838864,44.636914527999835,-0.17,0.79,3540,3540,3540,3540,10.61,10.61,5.0
89.7,704.9197678556661,704.9197678556661,45.136914527999835,-0.16,0.79,3480,3480,3480,3480,10.61,10.61,5.0
89.8,705.9804280274459,705.9804280274459,45.636914527999835,-0.15,0.79,3420,3420,3420,3420,10.61,10.61,5.0
89.9,707.0410881992257,707.0410881992257,46.136914527999835,-0.14,0.79,3360,3360,3360,3360,10.61,10.61,5.0
90.0,708.1017483710054,708.1017483710054,46.636914527999835,-0.13,0.79,3300,3300,3300,3300,10.61,10.61,5.0
90.1,709.1624085427852,709.1624085427852,47.136914527999835,-0.12,0.79,3240,3240,3240,3240,10.61,10.61,5.0
90.2,710.223068714565,710.223068714565,47.636914527999835,-0.11,0.79,3180,3180,3180,3180,10.61,10.61,5.0
90.3,711.2837288863448,711.2837288863448,48.136914527999835,-0.1,0.79,3120,3120,3120,3120,10.61,10.61,5.0
90.4,712.3443890581245,712.3443890581245,48.636914527999835,-0.08,0.79,3060,3060,3060,3060,10.61,10.61,5.0
90.5,713.4050492299043,713.4050492299043,49.136914527999835,-0.06,0.79,3000,3000,3000,3000,10.61,10.61,5.0
90.6,714.4451250831161,714.4451250831161,49.636914527999835,-0.04,0.79,2940,2940,2940,2940,10.4,10.4,5.0
90.7,715.4071952473369,715.4071952473369,50.136914527999835,-0.02,0.79,2880,2880,2880,2880,9.62,9.62,5.0
90.8,716.2971101492411,716.2971101492411,50.636914527999835,0.01,0.79,2820,2820,2820,2820,8.9,8.9,5.0
90.9,717.1202814335026,717.1202814335026,51.136914527999835,0.04,0.79,2760,2760,2760,2760,8.23,8.23,5.0
91.0,717.8817148714444,717.8817148714444,51.636914527999835,0.08,0.79,2700,2700,2700,2700,7.61,7.61,5.0
91.1,718.5860408015405,718.5860408015405,52.136914527999835,0.12,0.79,2640,2640,2640,2640,7.04,7.04,5.0
91.2,719.2375422868796,719.2375422868796,52.636914527999835,0.17,0.79,2580,2580,2580,2580,6.52,6.52,5.0
91.3,719.8401811608181,719.8401811608181,53.136914527999835,0.23,0.79,2520,2520,2520,2520,6.03,6.03,5.0
